name,category,street,contact,state,township
"[MIT] Myanmar Inspection & Technology Co.,Ltd.",Welding Equipment & Services,"373, Than Lwin St., Industrial Zone (2),","tel: 09-253541895,tel: 09-799167126",Yangon Region,South Dagon(South Dagon)
"Golden Star Trading [Welding Master Int'l Trading Co.,Ltd.]",Machinery & Spare Parts Dealers,"Bldg 1, Rm 3/4/5/6, Pyi Htaung Su Rd., Myoe Oo Yeikmon Housing, South & North Junction,","tel: 01-590272,tel: 01-590790,tel: 09-5161224",Yangon Region,South Dagon(South Dagon)
Shwe Family,Electrical Goods Sales,"8/B, Anawrahta Rd., Ward (18),","tel: 09-421141855,tel: 09-73125139,tel: 09-8616686",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Byar La,Refrigerators & Freezers Sales & Services,"375,Lower Mingalardon Rd.,Near No(1) Bus Stop,Sint Ngu Ward","tel: 09-31783980,tel: 09-421072004",Yangon Region,Insein(Insein)
Shwe Latt Wah,Building Materials,"52, Si Pin Rd., Near Thit Sai Curve Bus Stop, Ward (24),","tel: 01-590574,tel: 01-8100570,tel: 09-73089511",Yangon Region,South Dagon(South Dagon)
Shwe Eain San,Tiles [Wall/Floor],"1267, Yadanar Rd., Corner of Daywaha St.,Ward (13),","tel: 01-566491,tel: 01-8550534,tel: 09-975121158,tel: 09-5121158",Yangon Region,South Okkalapa (South Okkalapa )
ELBAService Centre,Refrigerators & Freezers Sales & Services,"24, 52nd St., Lower Block,","tel: 01-201828,tel: 01-200316,tel: 09-73078322,tel: 09-73208284",Yangon Region,Botahtaung(Botahtaung)
Moon Star,VCD/DVD & Tapes Rental Services,"839, Tapin Shwe Htee St., Ward (8),","tel: 01-584522,tel: 09-73161412",Yangon Region,East Dagon(East Dagon)
Shwe Hinthar,Air Compressor Sales & Manufacturers,"40/44, G Flr, 54th St., Upper Middle Block,","tel: 01-293172,tel: 09-5177301,tel: 01-590805,tel: 09-5177295",Yangon Region,Pazundaung(Pazundaung)
Moon Star,VCD/DVD & Tapes Rental Services,"42, 120th St., Yae Twin Gone Ward,","tel: 09-975441656,tel: 09-798155066",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Htun Myittar,,"167, Lanmadaw St.,","tel: 01-251008,tel: 01-251137",Lanmadaw,အမွတ္ ၁၆၇၊ လမ္းမေတာ္လမ္း၊
Lewe,Wooden Products & Hardwood Shops,"147, Anawrahta Rd., Corner of Saya San St.,Industrial Zone (5),","tel: 01-688366,tel: 01-688388,tel: 01-688399,tel: 01-688446,tel: 09-8633432",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
"Kyi Kyi [Royal Kyi Kyi Co.,Ltd.]",Wooden Products & Hardwood Shops,"55, Thamain Bayan Rd., Nat Chaung Ward,","tel: 01-546877,tel: 01-555414,tel: 09-5180625,tel: 09-264834500",Yangon Region,Tarmwe(Tarmwe)
KMO Group,Refrigerators & Freezers Sales & Services,"Bldg 55, Rm 4, Upper Pansoedan Rd., Hpa-Sa-Pa-La Housing,","tel: 09-73183553,tel: 09-43172483,tel: 09-450011483",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Mother Image,VCD/DVD & Tapes Rental Services,"827,Sagaing St.,Ward (5)",tel: 01-571649,Yangon Region,South Okkalapa (South Okkalapa )
KmK,Refrigerators & Freezers Sales & Services,"Rm 1, Min Nandar Rd., Si Pin Shop Room, Ward (2-North),","tel: 09-420253141,tel: 09-420253142,tel: 09-73009262",Yangon Region,Thaketa(Thaketa)
King,Refrigerators & Freezers Sales & Services,"714, Kamahtan St., Myittar Nyunt Ward,","tel: 09-49237177,tel: 09-262632263",Yangon Region,Tarmwe(Tarmwe)
Kaung Thu Hein,Refrigerators & Freezers Sales & Services,"727/A, Khay Mar Thi Rd., Ka Ward,","tel: 09-421138993,tel: 09-796832361",Yangon Region,North Okkalapa (North Okkalapa )
Kyin Thein [U],Wooden Products & Hardwood Shops,"391, Shwe Wah Tun 6th St., Corner of Paw San Hmwe 6th St.,Ward (12),","tel: 09-31570888,tel: 09-420292267",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Call Us,Refrigerators & Freezers Sales & Services,"1053, 7th Zay St., Corner of Aung Tha Pyay St.,Ward (7-East),","tel: 09-254202657,tel: 09-263058910,tel: 09-402575601,tel: 09-420106597",Yangon Region,Thaketa(Thaketa)
La Pyae Wun,Wooden Products & Hardwood Shops,"663, Min Ye Kyaw Swar Rd., Ward (44),","tel: 09-5051601,tel: 01-581504,tel: 01-8010355",Yangon Region,North Dagon(North Dagon)
Hla Tun Family,Warehouses [Wheat],"F/21-B, Ngu War St., Bayint Naung Warehouses,","tel: 01-680243,tel: 09-5104056",Yangon Region,Mayangone(Mayangone)
IC Group,Refrigerators & Freezers Sales & Services,"48, Zingama Rd., Anawmar Bus Stop, Ward (2-North),","tel: 09-425308206,tel: 09-967805242",Yangon Region,Thaketa(Thaketa)
Myo,VCD/DVD & Tapes Rental Services,"28, Pyi Daw Thar St., Ward (10),",tel: 09-976866132,Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Myint Wun Thit,VCD/DVD & Tapes Rental Services,"Ywar Lel St.,Da Nyin Gone Ward",tel: 09-254517294,Yangon,Insein(Insein)
Kyaw Zin Tun [Ko],Refrigerators & Freezers Sales & Services,"523, Man Pyay St., Corner of Man Pyay 12th St.,Man Pyay Ward (3),","tel: 09-420008007,tel: 09-262623485",Yangon Region,Thaketa(Thaketa)
Hsu Latt,Refrigerators & Freezers Sales & Services,"Bldg 35, Sein Pan St., Kyan Sit Thar Housing,",tel: 09-250848004,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Myint Moh Taing Aung,VCD/DVD & Tapes Rental Services,"17,Bo Nyar Na St.,9 Mile,Ward (5)","tel: 09-254551876,tel: 09-43070882",Yangon Region,Mayangone(Mayangone)
Myint Moh,VCD/DVD & Tapes Rental Services,"Aung Chan Thar St.,Corner of Aung Chan Thar 5th St.,Ward (7-West)",tel: 09-254545856,Yangon Region,Thaketa(Thaketa)
Myittar Yeik,VCD/DVD & Tapes Rental Services,"291/A, Ta Pin Shwe Htee St., Ward (1),",,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Myat Wun Thit,VCD/DVD & Tapes Rental Services,"Bldg 4, Rm 001, Kha Yae Pin St., Kyan Sit Thar Housing,",tel: 09-254913296,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Myat Kyae Zue,VCD/DVD & Tapes Rental Services,"Sabei St., Corner of Sabei 4th St., Hta Wun Bae Ward,",tel: 09-421006016,Yangon Region,North Okkalapa (North Okkalapa )
Myint Myat,VCD/DVD & Tapes Rental Services,"204/B,Aung Zeya St.,Ward (4-North)",tel: 09-73140764,Yangon,Thaketa(Thaketa)
Myat Noe Thu,VCD/DVD & Tapes Rental Services,"Nwe Ni St.,Corner of Nwe Ni 11th St.,Nga Ward",,Yangon,North Okkalapa (North Okkalapa )
Ice Line,Refrigerators & Freezers Sales & Services,"Rm 7, Yamonnar Rd., Si Pin Shop Room, Yan Pyae Ward (3),","tel: 09-420011240,tel: 09-401568388,tel: 09-799247690",Yangon Region,Thaketa(Thaketa)
Hlaing Bwar,Refrigerators & Freezers Sales & Services,"851, Thu Mate Tar 22nd St., Ward (1),","tel: 09-440722815,tel: 09-799504374,tel: 09-450391960,tel: 09-253256336",Yangon Region,North Okkalapa (North Okkalapa )
"Shwe Paing Htike Trading Co.,Ltd.",Pipes & Pumps Accessories,"96 Shed, Rm 1~5, Nilar 4th St., Sawbwargyi Gone Warehouses,","tel: 01-642063,tel: 01-646568,tel: 09-5070168",Yangon Region,Insein(Insein)
Shwe Taw Win,Building Materials,"371, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,","tel: 09-5120132,tel: 09-972095625,tel: 09-794824574",Yangon Region,Tarmwe(Tarmwe)
Kyaw Thein [U],Wooden Products & Hardwood Shops,"950, Maha Bandoola St., Ward (104),",tel: 09-73220914,Yangon Region,South Dagon(South Dagon)
Myat Thitsar,VCD/DVD & Tapes Rental Services,"9, Marlar Myaing 9th St., Ward (16),","tel: 09-8613747,tel: 09-421077192",Yangon Region,Hlaing(Hlaing)
Shwe Min Thar,Electrical Goods Sales,"Bldg 9, Rm D, Waiza Yan Tar Rd., Waizayantar Garden Housing,",tel: 09-5051248,Yangon Region,Thingangyun(Thingangyun)
Shwe Myint Moh,Electrical Goods Sales,"720/D, Bayint Naung Rd., Ward (30),","tel: 09-43043178,tel: 09-5140650",Yangon Region,North Dagon(North Dagon)
K.T.A Engineering Group,Refrigerators & Freezers Sales & Services,"12, Mandalay St., Kan Daw Kalay (South) Ward,","tel: 09-253717329,tel: 09-73103508,tel: 09-31041411",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Shwe Nyi Ko,Electrical Goods Sales,"Waziyar St., Between Waziyar 4th St. and Waziyar 5th St., Sa Lone Ward,",tel: 09-455631123,Yangon Region,North Okkalapa (North Okkalapa )
Shwe Min Thar,Interior Decoration Materials & Services,"Rm 3, Pearl 4th St., Sawbwargyi Gone Warehouses, Saw Bwar Gyi Gone Ward,",,Yangon,Insein(Insein)
Modern,Refrigerators & Freezers Sales & Services,"867, Htuparyon St., Corner of Htuparyon 14th St.,Htu Par Yon Ward (1),","tel: 09-420137670,tel: 09-250071327",Yangon Region,Thaketa(Thaketa)
MMZ,Refrigerators & Freezers Sales & Services,"Rm 6, Lower Mingalardon Rd., B.E.H.S (3) Shop Room, Aung San Ward,","tel: 09-420081680,tel: 09-33493273",Yangon Region,Insein(Insein)
"Midea [VSK Int'l Co.,Ltd.]",Refrigerators & Freezers Sales & Services,"227, Kyaikkasan Rd., Corner of 151st St.,Byine Ywar Ma Ward,","tel: 09-73042598,tel: 09-799243518",Yangon Region,Tarmwe(Tarmwe)
Nan Taw,VCD/DVD & Tapes Rental Services,"6, Bo Tun Linn St., Bo Sein Hman Ward,",tel: 09-73016346,Yangon Region,Bahan(Bahan)
Min Thar Gyi,Refrigerators & Freezers Sales & Services,"Bldg S/H/99, Rm 7, Kyan Sit Thar St., Nawaday Shop House,","tel: 09-453192481,tel: 09-780556279",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Mingalar,Refrigerators & Freezers Sales & Services,"Rm 6, Wai Hin St., Ma-Hta-Tha Car Compound Shop Room, Wai Bar Gi Ward (3),","tel: 09-420778190,tel: 09-798260706",Yangon Region,North Okkalapa (North Okkalapa )
Maung Maung [U] & Sons,Refrigerators & Freezers Sales & Services,"10, Kyaikkasan Rd., Infront Of B.E.H.S (1), Ma U Gone Ward,",tel: 09-73082840,Yangon Region,Tarmwe(Tarmwe)
Shwe Wah Tun [Thein Than Family],Warehouses [Vermicelli],"D/17, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680417,tel: 09-5107872,tel: 01-682548",Yangon Region,Mayangone(Mayangone)
Miba Myittar,Refrigerators & Freezers Sales & Services,"Rm 19, Lower Mingalardon Rd., B.E.H.S (3) Shop Room, Aung San Ward,",tel: 09-420154432,Yangon Region,Insein(Insein)
Star Dragon,Electrical Goods Sales,"559, Kaba Aye Pagoda Rd., Near Kaba Aye Pagoda Bus Stop, Ward (8),","tel: 01-663814,tel: 09-5018383,tel: 09-250931297",Yangon Region,Mayangone(Mayangone)
Shwe Kyal,Warehouses [Vermicelli],"F/21-A, Ngu War St., Bayint Naung Warehouses,","tel: 01-680021,tel: 09-5404544,tel: 09-5100139,tel: 09-73052770",Yangon Region,Mayangone(Mayangone)
Shwe Sin,Warehouses [Vermicelli],"SH/14, Kyun Shwe Wah St., Bayint Naung Warehouses,","tel: 01-686440,tel: 09-43066717",Yangon Region,Mayangone(Mayangone)
Shwe Sann [1],Electrical Goods Sales,"Bldg 359, Rm 3, Yan Shin St., Ward (5),","tel: 09-73096931,tel: 09-250008101",Yangon Region,Yankin(Yankin)
Min Thiha,Wooden Products & Hardwood Shops,"403, Tapin Shwe Htee St., Corner of Nga Htin Nge St.,Ward (12),","tel: 09-43115577,tel: 09-253250646",Yangon Region,East Dagon(East Dagon)
Aung Nyi Naung,Warehouses [Vegetable],"Nga Shed, Rm 75/79, Thiri Mingalar Market,","tel: 01-9688588,tel: 09-5071914,tel: 09-73003467,tel: 01-9688577",Yangon Region,Hlaing(Hlaing)
Aung Sann Myint [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 91/92, Thiri Mingalar Market,","tel: 09-73107440,tel: 09-43138358",Yangon Region,Hlaing(Hlaing)
Aung Myint [U],Warehouses [Vegetable],"Kha Shed, Rm 32/33/34/35, Thiri Mingalar Market,","tel: 01-9688536,tel: 09-73122477,tel: 09-49268985",Yangon Region,Hlaing(Hlaing)
Aung Min Thu,Warehouses [Vegetable],"Ga Nge Shed, Rm 248/249, Thiri Mingalar Market,","tel: 01-9688515,tel: 09-5145987",Yangon Region,Hlaing(Hlaing)
Lin Technical Service,Refrigerators & Freezers Sales & Services,"90, Saya San Rd., Saya San (North-West) Ward,","tel: 01-543054,tel: 09-73225775,tel: 09-73033299",Yangon Region,Bahan(Bahan)
Aung,Warehouses [Vegetable],"Ga Nge Shed, Rm 157, Thiri Mingalar Market,",tel: 09-43136967,Yangon Region,Hlaing(Hlaing)
Shwe Hnin Si,Warehouses [Vermicelli],"G/50, Padauk St., Bayint Naung Warehouses,","tel: 01-680080,tel: 01-680234",Yangon Region,Mayangone(Mayangone)
Lion King,Refrigerators & Freezers Sales & Services,"Bldg 15, Rm D/1, Thar Yar Yae Yone St., Mahar Myaing Housing,","tel: 09-421016714,tel: 09-36127870,tel: 09-252634815",Yangon Region,North Dagon(North Dagon)
Thaharya,Warehouses [Virginia Leaf],"33/35, 14th St., Lower Block,","tel: 01-212560,tel: 01-226228,tel: 09-43027305,tel: 09-43164836",Yangon Region,Lanmadaw(Lanmadaw)
Mingalar,Wooden Products & Hardwood Shops,"841, Eindar Dhamar Yon St., Corner of Thudhamar Rd.,Ta Ta Lin Cheik Ward,","tel: 09-73240055,tel: 09-254113322",Yangon Region,North Okkalapa (North Okkalapa )
27,Warehouses [Vegetable],"Nga Shed, Rm 66/67, Thiri Mingalar Market,",tel: 09-402594571,Yangon Region,Hlaing(Hlaing)
Aung Myanmar,Warehouses [Vegetable],"Ga Nge Shed, Rm 199/200, Thiri Mingalar Market,",tel: 09-5507043,Yangon Region,Hlaing(Hlaing)
Akari Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 5/6/7/8/9/10, Thiri Mingalar Market,","tel: 09-5030378,tel: 09-5417756",Yangon Region,Hlaing(Hlaing)
Miba Myittar [1],Wooden Products & Hardwood Shops,"115/116, Set Hmu 2nd St., Industrial Zone,","tel: 01-572105,tel: 01-578712,tel: 01-8550400",Yangon Region,South Okkalapa (South Okkalapa )
Min Lwin [Ko],Wooden Products & Hardwood Shops,"324, Mya Lay St., Corner of Thakhin Phoe Hla Gyi St.,Dhamar Yone Compound, Ward (14/1),","tel: 09-73186962,tel: 09-8614037",Yangon Region,South Okkalapa (South Okkalapa )
Miba Myittar,Wooden Products & Hardwood Shops,"232/233, Thamaing Butar Yon Rd., Ward (2),",tel: 09-5080340,Yangon Region,Mayangone(Mayangone)
Aung Myo Khaing,Warehouses [Vegetable],"Ga Nge Shed, Rm 81, Thiri Mingalar Market,",tel: 09-43055411,Yangon Region,Hlaing(Hlaing)
Miba Myittar,Wooden Products & Hardwood Shops,"1543, Kyan Sit Thar St., Ward (19),",tel: 09-31122174,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Maung Maung Lwin & Brothers,Wooden Products & Hardwood Shops,"488, Wai Bar Gi St., Hta Wun Bae Ward,","tel: 09-421030998,tel: 09-5114189",Yangon Region,North Okkalapa (North Okkalapa )
Marga,Wooden Products & Hardwood Shops,"370, Wai Bar Gi St., Hta Wun Bae Ward,","tel: 09-49277218,tel: 01-9691357",Yangon Region,North Okkalapa (North Okkalapa )
Mya Kyi  [Daw],Warehouses [Virginia Leaf],"40, 14th St., Lower Block,",tel: 01-224594,Yangon Region,Lanmadaw(Lanmadaw)
Aung Htet Htet,Warehouses [Vegetable],"Kha Shed, Rm 106, Thiri Mingalar Market,","tel: 09-422549457,tel: 09-420295651",Yangon Region,Hlaing(Hlaing)
Min Mahar Mon,Wooden Products & Hardwood Shops,"87/B, Aung See Gone Pagoda St., Kyaung Gyi Ward,","tel: 09-73183918,tel: 09-31299128",Yangon Region,Mingalardon(Mingalardon)
Miba Myittar,Wooden Products & Hardwood Shops,"377, Gant Gaw Yeikthar St., 16/3 Ward,","tel: 09-73023698,tel: 09-254190901",Yangon Region,Thingangyun(Thingangyun)
Hla Tagon,Warehouses [Vegetable],"Ga Nge Shed, Rm 31, Thiri Mingalar Market,","tel: 01-699962,tel: 09-5181214",Yangon Region,Hlaing(Hlaing)
Sein Family,Warehouses [Virginia Leaf],"Rm B/298, Underground, Nyaung Pin Lay Plaza,",tel: 01-228748,Yangon Region,Lanmadaw(Lanmadaw)
Chit Ko Naing [Ko],Warehouses [Vegetable],"Ga Nge Shed, Rm 266, Thiri Mingalar Market,",tel: 09-251062929,Yangon Region,Hlaing(Hlaing)
Chan Myae,Warehouses [Vegetable],"Ga Nge Shed, Rm 103/104/105/106, Thiri Mingalar Market,","tel: 09-5034446,tel: 09-73125957",Yangon Region,Hlaing(Hlaing)
Hein Ayeyar,Warehouses [Vegetable],"Kha Shed, Rm 54, Thiri Mingalar Market,","tel: 09-5115656,tel: 09-421148077",Yangon Region,Hlaing(Hlaing)
Aye Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 195/196, Thiri Mingalar Market,",tel: 09-425324474,Yangon Region,Hlaing(Hlaing)
Ba Hlaing,Warehouses [Vegetable],"Kha Shed, Rm 43, Thiri Mingalar Market,",tel: 09-425326794,Yangon Region,Hlaing(Hlaing)
Bo Bo Min,Warehouses [Vegetable],"GaNge Shed, Rm 51/52/53, Thiri Mingalar Market,",tel: 09-428019935,Yangon Region,Hlaing(Hlaing)
Kyan Khinn,Warehouses [Virginia Leaf],"38, 14th St., Lower Block,","tel: 01-224583,tel: 01-224586,tel: 09-5108260,tel: 09-5108261",Yangon Region,Lanmadaw(Lanmadaw)
Hla Win [U] + Kyi [Daw],Warehouses [Virginia Leaf],"39, 14th St., Lower Block,","tel: 01-224596,tel: 09-5165254",Yangon Region,Lanmadaw(Lanmadaw)
Sanay Bo,Warehouses [Virginia Leaf],"Rm B/422/423, Underground, Nyaung Pin Lay Plaza,",tel: 01-211233 Ext.462,Yangon Region,Lanmadaw(Lanmadaw)
Aye,Warehouses [Virginia Leaf],"G/19-B, Sein Pan St., Bayint Naung Warehouses,","tel: 01-682072,tel: 09-5177179",Yangon Region,Mayangone(Mayangone)
Aye Ko [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 116/117, Thiri Mingalar Market,",tel: 09-36130597,Yangon Region,Hlaing(Hlaing)
Golden Fish,Warehouses [Virginia Leaf],"C/30, Kha Yae St., Bayint Naung Warehouses,","tel: 01-680720,tel: 01-683458,tel: 01-528834,tel: 09-73032020",Yangon Region,Mayangone(Mayangone)
Myeik Toe Pwar,Wooden Products & Hardwood Shops,"31/32,Seikkanthar St.,Industrial Zone (2)","tel: 09-5106973,tel: 09-8761241",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Kyan Khinn,Warehouses [Virginia Leaf],"E/1, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-681231,tel: 09-5108260",Yangon Region,Mayangone(Mayangone)
Aung Thitsar,Warehouses [Vegetable],"Ga Nge Shed, Rm 171/172/173, Thiri Mingalar Market,","tel: 09-5038587,tel: 09-5410155",Yangon Region,Hlaing(Hlaing)
"Mya Win [U], Than Aye [Daw]",Wooden Products & Hardwood Shops,"8/C, Thu Mate Tar 4th St., Ward (1),","tel: 01-656276,tel: 09-420726895,tel: 09-5165703",Yangon Region,North Okkalapa (North Okkalapa )
Muditar,Wooden Products & Hardwood Shops,"50, Pyay Rd., Htauk Kyant (South) Ward,","tel: 09-30032643,tel: 09-31314041",Yangon Region,Mingalardon(Mingalardon)
Mula Miba Gone Shein,Wooden Products & Hardwood Shops,"1510, Hlaw Gar Rd., Corner of Pyi Htaung Su Rd.,Ward (24),","tel: 09-5124383,tel: 09-5031657,tel: 09-49580593,tel: 09-5096179,tel: 01-591338",Yangon Region,South Dagon(South Dagon)
Kaung Thant,Warehouses [Vegetable],"Ga Nge Shed, Rm 359/360/321/322, Thiri Mingalar Market,","tel: 09-5053161,tel: 09-73003763",Yangon Region,Hlaing(Hlaing)
Khaing Thitsar,Warehouses [Vegetable],"Ga Nge Shed, Rm 37/38/39, Thiri Mingalar Market,","tel: 09-250066894,tel: 09-5179172",Yangon Region,Hlaing(Hlaing)
Htet Win,Warehouses [Vegetable],"Ga Nge Shed, Rm 391, Thiri Mingalar Market,","tel: 09-795555602,tel: 09-260157055,tel: 09-421719497,tel: 09-73026340",Yangon Region,Hlaing(Hlaing)
Kyi [Daw],Warehouses [Virginia Leaf],"19, 14th St., Lower Block,","tel: 01-224596,tel: 09-5165254",Yangon,Lanmadaw(Lanmadaw)
Htay [Family],Warehouses [Vegetable],"Ga Nge Shed, Rm 107/108, Thiri Mingalar Market,","tel: 09-5401315,tel: 09-5433668",Yangon Region,Hlaing(Hlaing)
Hlaing,Warehouses [Vegetable],"Kha Shed, Rm 43/49, Thiri Mingalar Market,","tel: 01-9688508,tel: 09-5030769",Yangon Region,Hlaing(Hlaing)
Khayay,Warehouses [Vegetable],"Ga Nge Shed, Rm 193/194, Thiri Mingalar Market,",tel: 09-5117370,Yangon Region,Hlaing(Hlaing)
Hlaing,Warehouses [Vegetable],"Ga Nge Shed, Rm 176, Thiri Mingalar Market,",tel: 09-252597223,Yangon Region,Hlaing(Hlaing)
Myat Lin,Wooden Products & Hardwood Shops,"532, No.(3) Main Rd., Pearl Myoe Thit Ward (3),","tel: 09-43204276,tel: 09-8629248",Yangon Region,Mingalardon(Mingalardon)
Htoo,Warehouses [Vegetable],"Kha Shed, Rm 44, Thiri Mingalar Market,","tel: 09-5096445,tel: 09-73174862",Yangon Region,Hlaing(Hlaing)
Htate Tan,Warehouses [Vegetable],"Nga Shed, Rm 1~5, Thiri Mingalar Market,","tel: 01-9688516,tel: 01-9688529,tel: 09-5071360",Yangon Region,Hlaing(Hlaing)
Moe Sann,Wooden Products & Hardwood Shops,"957, Maha Bandoola St., Corner of Moe San St.,Ward (15),","tel: 01-610908,tel: 09-421011992",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Moe Pyan,Wooden Products & Hardwood Shops,"74/3, Yarza Di Yit Rd., Ward (9),","tel: 09-43105356,tel: 09-450536714",Yangon Region,East Dagon(East Dagon)
Htein Lin,Warehouses [Vegetable],"Ga Nge Shed, Rm 75/77, Thiri Mingalar Market,",tel: 09-73132327,Yangon Region,Hlaing(Hlaing)
Mingalar,Wooden Products & Hardwood Shops,"28/B, Zay Gyi St., Zay Gyi (West) Ward,","tel: 09-5121377,tel: 01-9317201,tel: 01-500384",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Mon Nar,Wooden Products & Hardwood Shops,"195, Aung Mingalar St., (Kha) Ward,",tel: 09-43168868,Yangon Region,Thingangyun(Thingangyun)
"Chit Swe [U, Family]",Warehouses [Vermicelli],"C/58, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-681138,tel: 09-5106761,tel: 01-641726 [Res],tel: 09-421126313,tel: 09-6819138",Yangon Region,Mayangone(Mayangone)
Great Diamond,Warehouses [Vermicelli],"C/32-B, Kha Yae St., Bayint Naung Warehouses,","tel: 01-686511,tel: 09-255882885,tel: 09-5502504",Yangon Region,Mayangone(Mayangone)
Lay Pyay Thin,Warehouses [Vermicelli],"E/55-B, Ngu War St., Bayint Naung Warehouses,","tel: 09-73150485,tel: 09-5017136,tel: 09-73036093",Yangon Region,Mayangone(Mayangone)
Aung Myin Thu,Warehouses [Vermicelli],"I/24, Khattar St., Bayint Naung Warehouses,","tel: 01-686290,tel: 01-682782,tel: 09-977239881,tel: 09-977239882",Yangon Region,Mayangone(Mayangone)
Htay Naing [Ko],Warehouses [Vegetable],"Ga Nge Shed, Rm 272/273, Thiri Mingalar Market,",tel: 09-5088384,Yangon Region,Hlaing(Hlaing)
