contact,name,category,township,street,state
"tel: 01-294709,tel: 01-205876,tel: 09-5506992,tel: 09-8601793,tel: 09-25247355",Thawdar Win,Pilgrimage Tours,Tarmwe(Tarmwe),"330, Banyar Dala Rd., Corner of 147th St.,Near Thidar Bus Stop, Ah Yoe Gone Ward,",Yangon Region
"tel: 09-42000904,tel: 09-795889910,tel: 09-795889920,tel: 09-790120695",Telemax [Telenor Myanmar Ltd.],Phone Prepaid Card Suppliers,South Okkalapa (South Okkalapa ),"346,Thu Mingalar Rd.,Ward (9)",Yangon Region
"tel: 09-43056267,tel: 09-792109777",Telecom-mobile Ko Wai Tun,Phone Prepaid Card Suppliers,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm F/7~16/21/22, 3rd Flr, Shwe Pyae Sone Market,",Yangon Region
"tel: 09-33888811,tel: 09-73137777",My Dream  Wedding Dress.Photo & Video Studio,,အမွတ္ ၄၆၊ (၂၁)လမ္း၊ ေအာက္ဘေလာက္၊,"46, 21st St., Lower Block,",Latha
"tel: 01-246502,tel: 09-796935878",Bellay,,,"184,28th St.,",Pabedan
"tel: 01-225084,tel: 09-785225084",Chaw Su,,အမွတ္ ၇၀၊ လွည္းတန္းလမ္း၊,"70, Hledan St.,",Lanmadaw
"tel: 01-530374,tel: 09-790100601","Zeal Distribution Co.,Ltd.",Phone Prepaid Card Suppliers,Hlaing(Hlaing),"7, Yadanar Mon St., Aye Yeik Mon Housing,",Yangon Region
"tel: 09-30001339,tel: 09-36015930,tel: 09-963286544","Weik Zar Maung Kanbawza Travels & Tours Co.,Ltd.",Pilgrimage Tours,Pabedan(Pabedan),"216, 1st Flr, Bo Soon Pat St., Upper Middle Block,",Yangon Region
"tel: 09-975293439,tel: 09-8614454 [Hot Line],tel: 01-294432,tel: 01-290284,tel: 01-206449,tel: 09-5088511,tel: 01-206448","Wai Yan Nay Chi Travel & Tours Co.,Ltd.",Pilgrimage Tours,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"172, 1st Flr, Bo Min Yaung Rd., Between 103th St. and 104th St.,Phoh Myay Ward,",Yangon Region
"tel: 09-73071641,tel: 09-259017068",Akarit,Photocopying & Duplicating Services,Kamayut(Kamayut),"Rm 10, 1st Flr, Ah-Di-Pa-Ti Rd., Innwa Hostel, Ward (9),",Yangon Region
"tel: 01-392426,tel: 09-421174787",Akari,Photocopying & Duplicating Services,Botahtaung(Botahtaung),"170/176, Bo Aung Kyaw St.,",Yangon Region
"tel: 01-2332949,tel: 09-73239898",Myint Maw,,,"146-A, Kanbei Butar Yon Rd.,",Yankin
tel: 09-790210078,Akari,Photocopying & Duplicating Services,East Dagon(East Dagon),"266/B, Sabei 1st St., Ward (8),",Yangon Region
"tel: 09-5005607,tel: 09-5005607,tel: 09-799655560,tel: 09-799677904",Love Diary Weeding Studio,,,"162 / D, Lower Kyee Myin Daing Rd.,  First Thiri Yeik Thar,",Ahlone
"tel: 09-5070593,tel: 09-73071708",Image Group,,,"28/B,Thumana St.,Near  Yan Pyae Ward (3)",Thaketa
"tel: 09-43086270,tel: 09-73160648,tel: 09-795130036",The Art,,,"99, G Flr, 49th St.,  Middle Block,",Pazundaung
tel: 09-5084519,Akari,Photocopying & Duplicating Services,Thaketa(Thaketa),"Rm 6, 7th Zay St., Corner of Myin Taw Thar Rd.,Ward (6-West),",Yangon Region
"tel: 09-260732460,tel: 09-795527725",Akari,Photocopying & Duplicating Services,Mayangone(Mayangone),"Bldg 4, Rm 002, G Flr, Kyaik Waing Pagoda Rd., Myaing Hay Wun Housing,",Yangon Region
"tel: 09-254116365,tel: 09-799659379",Ah Waing,Photocopying & Duplicating Services,Sanchaung(Sanchaung),"67, Bawar Nar St., Mont Let Saung Gone (South) Ward,",Yangon Region
"tel: 09-43092358,tel: 09-777770548",Ah Yeik,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"558/A, Anawrahta Rd., Ward (20),",Yangon Region
"tel: 09-43158008,tel: 01-703973",Love for Love,,,"113, Anawrahta Rd., Between 50th St. and 51st St.,",Pazundaung
tel: 09-420253883,Ah Tway Thit,Photocopying & Duplicating Services,North Okkalapa (North Okkalapa ),"24, Bogyoke St., Corner of Tapin Shwe Htee St.,Wai Bar Gi Ward (2),",Yangon Region
"tel: 01-548473,tel: 01-8603754,tel: 09-5403143","Travel Zone Travels & Tours Co.,Ltd.",Pilgrimage Tours,Yankin(Yankin),"2, Rm 9/A, 9th Flr, Moe Kaung Rd., Sagawah Condo, Ward (16),",Yangon Region
tel: 01-294766,Ahnine Mè Miba Myittar,Photocopying & Duplicating Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"43,121th St.,Yae Twin Gone Ward",Yangon Region
"tel: 09-5088511,tel: 01-290284,tel: 01-206440,tel: 01-294432,tel: 09-8614454 [Hot Line],tel: 01-206448~9","Treasure Myanmar Travels & Tours Co.,Ltd.",Pilgrimage Tours,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"172, 1st Flr, Bo Min Yaung Rd., Mingalar Taung Nyunt Ward,",Yangon Region
tel: 09-795651695,24,Pharmacy Shops [Traditional],East Dagon(East Dagon),"743/A, Har Khar St., Corner of Tapin Shwe Htee St.,Ward (7),",Yangon Region
"tel: 01-399495,tel: 09-5035928","W.B.W Travels & Tours Co.,Ltd.",Pilgrimage Tours,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 5/B, 5th Flr, Thein Phyu Rd., Myat Mon Yadanar Condo,",Yangon Region
"tel: 01-591607,tel: 09-792094575",April,Photocopying & Duplicating Services,South Dagon(South Dagon),"515/B, Kyaung St., Ward (19),",Yangon Region
"tel: 09-421156473,tel: 09-795886967,tel: 09-73064649",Ar Yone Oo,Photocopying & Duplicating Services,Dagon Seikkan(Dagon Seikkan),"Bldg 21, Rm 001, 8th St., Yuzana Garden City Housing, B Block,",Yangon Region
"tel: 09-421053663,tel: 09-31072772",Ah Thet Eain,Photocopying & Duplicating Services,Insein(Insein),"596, Khawe Chan 1st St., Gyoh Gone (West) Ward,",Yangon Region
"tel: 01-229639,tel: 09-421142085,tel: 09-795727300",Amble,Photocopying & Duplicating Services,Kyeemyin Daing(Kyeemyin Daing),"7, Theinni St., Thida Ward,",Yangon Region
"tel: 09-421047961,tel: 09-781444822",AKS,Photocopying & Duplicating Services,Thaketa(Thaketa),"123, Zingama Rd., Htu Par Yon Ward (1),",Yangon Region
"tel: 09-421035747,tel: 09-30260757",Angle,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"Bldg 33, Rm 004, Sein Ta Chu St., Kyan Sit Thar Housing,",Yangon Region
tel: 01-387118,Akarit,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"53, 38th St., Lower Block,",Yangon Region
"tel: 09-5400916,tel: 09-420009916",Ale Lone,Photocopying & Duplicating Services,Bahan(Bahan),"Bldg 8, Rm 001, Shwe Gon Daing Rd., Aung Chan Thar Housing,",Yangon Region
"tel: 09-43179331,tel: 09-448544658",Top Star,Pilgrimage Tours,Hlaing Thar Yar(Hlaing Thar Yar),"1695/1697, Tapin Shwe Htee St., Ward (5),",Yangon Region
tel: 01-557582,Tine Chit Oo,Pilgrimage Tours,Tarmwe(Tarmwe),"276/B, Thamadeikhti Cross St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
"tel: 01-375886,tel: 09-5178479",Tiger Tours Int'l Ltd.,Pilgrimage Tours,Kyauktada(Kyauktada),"134,Seikkanthar St.,Lower Middle Block",Yangon Region
"tel: 09-5025948,tel: 01-516059",Amen,Photocopying & Duplicating Services,Hlaing(Hlaing),"142, U Cho St., Ward (8),",Yangon Region
tel: 01-511450,Apple,Photocopying & Duplicating Services,Hlaing(Hlaing),"16/A, Thiri St., Corner of Thiri 3rd St.,Ward (2),",Yangon Region
"tel: 09-421121122,tel: 09-250673390",Yar Thet Pan,Phone Prepaid Card Suppliers,Thaketa(Thaketa),"788, Htuparyon St., Corner of Htuparyon 16th St.,Htu Par Yon Ward (1),",Yangon Region
"tel: 09-5196388,tel: 09-5032912,tel: 09-975530847","Thukha Tagon Co.,Ltd.",Pilgrimage Tours,North Dagon(North Dagon),"Bldg A/4, Rm 303, Bo Hmu Ba Htoo Rd., Bo Hmu Ba Htoo Housing,",Yangon Region
"tel: 09-73001229,tel: 09-73080501",Aung,Photocopying & Duplicating Services,Yankin(Yankin),"Yankin Rd., Corner of Yan Shin St.,Ward (1),",Yangon Region
tel: 09-259965851,Ah Kyi Taw,Pharmacy Shops [Traditional],Thaketa(Thaketa),"665, Anawmar St., Corner of Anawmar 15th St.,Ah Naw Mar Ward (1),",Yangon Region
"tel: 01-221978,tel: 01-215972,tel: 01-215973",Ah Baya Thukha U Aung Myint,Pharmacy Shops [Traditional],Lanmadaw(Lanmadaw),"840, Maha Bandoola Rd.,",Yangon Region
tel: 09-253939199,VIP,Phone Prepaid Card Suppliers,South Dagon(South Dagon),"261,Maung Makan Kan Thar Rd.,Ward (19)",Yangon Region
"tel: 09-450117919,tel: 09-795250574",Aung,Photocopying & Duplicating Services,Thaketa(Thaketa),"489, Aung Myittar St., Corner of Kyaung St.,Ward (4-South),",Yangon Region
"tel: 01-647425,tel: 09-73242127",Aba Hta,Pharmacy Shops [Traditional],Insein(Insein),"Bldg 2, Rm D/4, Bayint Naung Rd., Puma Bldg,",Yangon Region
"tel: 09-5007284,tel: 09-5250548,tel: 09-8351339","Zabu Thiha Travels & Tours Co.,Ltd.",Pilgrimage Tours,Sanchaung(Sanchaung),"25, U Phee St., Sanchaung (South) Ward,",Yangon Region
"tel: 09-5134428,tel: 09-793102130",AB Pharmancy,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 777,4th Flr,Mingalar Market",Yangon Region
"tel: 01-526475,tel: 09-73003636,tel: 01-532533",Yadanar Tun,Pilgrimage Tours,Kamayut(Kamayut),"23/A, 1st Flr, Hledan Rd., Ward (8),",Yangon Region
"tel: 09-43073717,tel: 09-43053468,tel: 01-502035","Yar Pyae Thukha Travels & Tours Co.,Ltd.",Pilgrimage Tours,Kyeemyin Daing(Kyeemyin Daing),"13, 4th Flr, Mani May Khalar St., Ma Gyee Dan (South-West) Ward,",Yangon Region
"tel: 01-8564921,tel: 09-250275043",The Bridal Garden,,,"542, Oak Zanar St.,  Mya Thidar Housing,",South Okkalapa
tel: 09-450004000,Yoon,,,"284, 1st Flr, Pansoedan St.,",Kyauktada
"tel: 09-73212684,tel: 09-5137150",Yuu Pa Kalayar,Pilgrimage Tours,Thingangyun(Thingangyun),"56, Lay Daunt Kan Rd., U San Phay Ward,",Yangon Region
"tel: 09-420013063,tel: 09-73122458",Image,,အမွတ္ U/၂၊ အခန္း ၁၇၊ န၀ေဒးဆိုင္ခန္း၊ Near Vitoria၊,"U/2, Rm 17, Nawaday Shop House, Near Vitoria,",Hlaing Thar Yar
"tel: 09-73023912,tel: 09-421128508",Nyi Nyi Win,,,"Upper Pazundaung Rd.,   Near San Set (9) St Bus Stop,",Mingalar Taung Nyunt
"tel: 09-448025596,tel: 09-5155170,tel: 01-577795",Travel Palace Travels & Tours,Pilgrimage Tours,South Okkalapa (South Okkalapa ),"780, Kone Baung St., Ward (6),",Yangon Region
"tel: 01-241155,tel: 09-5156402",Omega,,,"606, 3rd Flr, Maha Bandoola Rd., Between 23rd St. and 24th St.,",Latha
"tel: 09-420004641,tel: 09-253377488,tel: 09-253377499",MINKO,Photo Studios & Labs,Sanchaung(Sanchaung),"72, 3rd Flr, Kyun Taw Rd.,",Yangon Region
tel: 09-254310774,Win Family,Phone Prepaid Card Suppliers,Bahan(Bahan),"80, Old Yae Tar Shae Rd., Gyar Taw Ya Ward,",Yangon Region
"tel: 09-260068688,tel: 09-972466588",Photo Magic,,,"172, 47th St.,   Upper Block,",Botahtaung
"tel: 09-5185657,tel: 01-706440",Htay Win,,အမွတ္ ၆၅၊ စကားဝါပင္လမ္း၊,"65, Sagawah Pin St.,",Kyeemyin Daing
tel: 09-420094907,Nyo,,အမွတ္ ၁၄၁/၁၄၅၊ အခန္း ၃၊ (၄၈)လမ္း၊ အမွတ္(၉)ရပ္ကြက္၊,"141/145, Rm 3, 48th St., Ward (9),",Botahtaung
"tel: 09-5407147,tel: 01-695577",Ae Hi Mate Tan,Pharmacy Shops [Traditional],North Okkalapa (North Okkalapa ),"330, Tha Pyay St., Shwe Paukkan Ward (17),",Yangon Region
"tel: 01-504912,tel: 09-5122442,tel: 09-448006767,tel: 09-73004361,tel: 09-30080010,tel: 09-252225522","World Myanmar Travels & Tours Co.,Ltd.",Pilgrimage Tours,Hlaing(Hlaing),"32/A/1, Yangon-Insein Rd., Corner of Kan St.,Ward (9),",Yangon Region
"tel: 09-250285365,tel: 09-5176094",Yadanar Phyo,Pilgrimage Tours,Insein(Insein),"Bldg 2, Rm 001, Aung Zeya St., Aung Zeya Housing,",Yangon Region
"tel: 09-30282056,tel: 09-251053687",Win Thitsar,Pilgrimage Tours,Mingalardon(Mingalardon),"2/A, Yangon-Bago Rd., Corner of Thu Ti St.,San Pya (Pa Hta Ma) Ward,",Yangon Region
"tel: 01-377351,tel: 09-5158074,tel: 01-246239,tel: 01-250835,tel: 09-73029315",Yadanar Moe,Pilgrimage Tours,Latha(Latha),"119/121, 1st Flr, Latha St.,",Yangon Region
"tel: 01-290712,tel: 09-5005049,tel: 09-49214786","Win Winner Travels & Tours Co.,Ltd.",Pilgrimage Tours,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"54, 1st Flr, 130th St., Tha Pyay Gone Ward,",Yangon Region
"tel: 01-242750,tel: 09-73051371,tel: 09-73506515",Apple,,,"109, 1st Flr, 33rd St., Middle Block,",Kyauktada
tel: 09-252609636,Ah Lin Lay,Pharmacy Shops [Traditional],Thaketa(Thaketa),"175, Anawmar St., Corner Of Anawmar Bus Stop, Ward (7-West),",Yangon Region
"tel: 09-73079209,tel: 09-450345703",7 Star,Pharmacy Shops [Traditional],Pabedan(Pabedan),"A Shed, Rm 565/E, Thein Gyi Market,",Yangon Region
"tel: 01-525322,tel: 09-30350243,tel: 09-32187863",A Couple Of Zarmani Embrocation,Pharmacy Shops [Traditional],Hlaing(Hlaing),"Bldg 65, Rm 10, 3rd St., Bayint Naung Housing,",Yangon Region
"tel: 01-227925,tel: 09-257781722,tel: 09-5091205",Yadanar Moe,Pilgrimage Tours,Lanmadaw(Lanmadaw),"78, Lan Thit St.,",Yangon Region
tel: 01-246270,Asia,Photocopying & Duplicating Services,Latha(Latha),"84, Latha St., Lower Block,",Yangon Region
tel: 09-425019559,Aung,Photocopying & Duplicating Services,Thaketa(Thaketa),"895, Aung Thukha St., Ward (6-East),",Yangon Region
"tel: 01-211233 Ext.558,tel: 09-5109866",999,Pharmacy Shops [Traditional],Lanmadaw(Lanmadaw),"Rm P/8, G Flr, Nyaung Pin Lay Plaza,",Yangon Region
"tel: 01-543182,tel: 09-5189702",A-Wayat,Pharmacy Shops [Traditional],Tarmwe(Tarmwe),"43, Thadi Pahtan St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
"tel: 09-73148362,tel: 09-254270355",Arr Thit,Photocopying & Duplicating Services,South Okkalapa (South Okkalapa ),"769, Thu Mingalar Rd., Ward (7),",Yangon Region
"tel: 01-221443,tel: 09-5024269,tel: 09-250508568,tel: 09-250190903","Zambu Shwesin [Myanmar] Travels & Tours Co.,Ltd.",Pilgrimage Tours,Ahlone(Ahlone),"104, 2nd Flr, Ngu War St., Htar Nar Ward,",Yangon Region
"tel: 09-73056682,tel: 09-421089338",Zaw Yè Naing Travels & Tours,Pilgrimage Tours,Tarmwe(Tarmwe),"30, Set Hmu 3rd St., Myittar Nyunt Ward,",Yangon Region
"tel: 09-73180013,tel: 09-261047928",Aung,Photocopying & Duplicating Services,Tarmwe(Tarmwe),"24, Kyauk Yae Twin St., Corner of Myo Thit 1st St.,Kyauk Myaung (East) Ward,",Yangon Region
tel: 09-254737254,Arr Mhan,Photocopying & Duplicating Services,Tarmwe(Tarmwe),"275, Thamadeikhti Cross St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
"tel: 09-5173469,tel: 09-5102410",Gandamar Group,Car Servicings,North Okkalapa (North Okkalapa ),"316, Thudhamar Rd., Corner of Gandamar St.,Hta Wun Bae Ward,",Yangon Region
tel: 09-450051580,Annawah,Pharmacy Shops [Traditional],Insein(Insein),"709, Bayint Naung Rd., Near Saya Taw Gyi Bus Stop, Ywar Ma (West) Ward,",Yangon Region
"tel: 09-456342994,tel: 09-965503778",Focus Power,,,"2/B, Rm 104, Than Thu Mar Rd., Near Myin Thar Market, Zizawar Garden Housing (2),",South Okkalapa
"tel: 01-224819,tel: 09-5002676",Hong Kong Mg Mg,,,"169, Lanmadaw St.,",Lanmadaw
"tel: 09-420197297,tel: 09-73103349",Asia,Photocopying & Duplicating Services,Botahtaung(Botahtaung),"42, Bo Aung Kyaw St., Lower Block,",Yangon Region
"tel: 09-42113838,tel: 09-5150514",Love Space,,,"352, Thu Mingalar Rd., Ward (9),",South Okkalapa
"tel: 09-5154141,tel: 01-501478,tel: 09-5086587",Aung Mate Swe,,အမွတ္ ၁၂၊ မၾကီးၾကီးလမ္း၊,"12, Ma Kyee Kyee St.,",Sanchaung
"tel: 09-5179290,tel: 01-700901",Han Su Maw,,,"1, 1st Flr, Hledan 1st St., Near Hledan Market,",Kamayut
"tel: 09-450036557,tel: 09-253814690",Arr Thit,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"193/197, Seikkanthar St., Upper Middle Block,",Yangon Region
"tel: 01-710491,tel: 09-421162666",AKAI,,,"D-9, Mingalar St.,  Min Ye Kyaw Swar Housing,",Tarmwe
tel: 01-245163,U Maung Maung Hnyat,,,"181, 1st Flr, 31st St.,",Pabedan
"tel: 09-5107981,tel: 09-43194649",Conica,,,"265, Kyaikkasan Rd.,",Tarmwe
"tel: 01-254713,tel: 01-386457,tel: 09-5115454",Ah Phyu Yaung,Pharmacy Shops [Traditional],Pabedan(Pabedan),"220, Anawrahta Rd.,",Yangon Region
tel: 09-5412731,Ahnanda Myittar,Pharmacy Shops [Traditional],Mingalardon(Mingalardon),"Shwe Hnin Si St.,Co-operative Shop Room,Pa-La-Ya Ward",Yangon Region
"tel: 09-254013705,tel: 09-420318261",ZORA,,,"142, Baho Rd.,  Hledan,",Kamayut
"tel: 09-73122295,tel: 09-254684030",Cupid,,,"270, Min Ye Kyaw Swar 1st St., Ward (7),",South Okkalapa
"tel: 01-374475,tel: 09-5151858",Ahdipati,Pharmacy Shops [Traditional],Pabedan(Pabedan),"291, 1st Flr, Anawrahta Rd.,",Yangon Region
"tel: 09-421009210,tel: 01-450185",Ar Yone Thit,Photocopying & Duplicating Services,Thaketa(Thaketa),"Rm B/6, Myin Taw Thar Rd., Near Construction Shop Room, Ward (5),",Yangon Region
,Nyan Min,Photo Studios & Labs,Hlaing Thar Yar(Hlaing Thar Yar),"169, Pakhote Ku St., Ward (10),",Yangon Region
tel: 09-250386488,Ah Lin Yaung,Pharmacy Shops [Traditional],Thaketa(Thaketa),"379, Man Pyay 9th St., Man Pyay Ward (3),",Yangon Region
"tel: 09-421121680,tel: 09-964211216",Leo,Photo Studios & Labs,Thaketa(Thaketa),"2, Yan Pyay 11th St., Yan Pyae Ward (3),",Yangon Region
tel: 01-577476,Ah Moe Gyi,Pharmacy Shops [Traditional],South Okkalapa (South Okkalapa ),"671, Mar Ga St., Ward (12),",Yangon Region
,Kix Photography,Photo Studios & Labs,Pazundaung(Pazundaung),"38, 1st Flr, Bogyoke Aung San Rd., Corner of Botahtaung Pagoda St.,",Yangon Region
tel: 01-241899,Ananda Myittar,Pharmacy Shops [Traditional],Pabedan(Pabedan),"131,1st Flr,30th St.,Upper Middle Block",Yangon
"tel: 09-799602778,tel: 09-250853621",Champion,Photo Studios & Labs,Dagon Seikkan(Dagon Seikkan),"001, Bldg 22, 9th St.,",Yangon Region
tel: 01-595672,Ah Phoe,Pharmacy Shops [Traditional],South Dagon(South Dagon),"12/A,Pyi Htaung Su Rd.,Ward (26)",Yangon
"tel: 09-43114734,tel: 09-254450027",Yoon Mahar,,,"23, G Flr, Kyi Taw St.,",Mingalar Taung Nyunt
"tel: 09-420766826,tel: 09-250755455",Arga Maung,Pharmacy Shops [Traditional],South Dagon(South Dagon),"1484, Hlaw Gar Rd., Ward (106),",Yangon Region
"tel: 09-73049820,tel: 09-450003870",Royal Art Media,,,"217, G Flr, 36th St.,  Upper Block,",Kyauktada
"tel: 09-421020046,tel: 01-376701,tel: 01-376702,tel: 09-73200970,tel: 01-297908 [Res]",Ah Mae Say,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"31, 122th St., Yae Twin Gone Ward,",Yangon Region
"tel: 09-5172535,tel: 09-73187921",Ar Yu Thukha,Pharmacy Shops [Traditional],Mingalardon(Mingalardon),"3, Ngu Shwe Wah St., Htauk Kyant, Zay Kyee Ward,",Yangon Region
"tel: 09-5184242,tel: 01-663201",Ar Yu Di Ga,Pharmacy Shops [Traditional],Mingalardon(Mingalardon),"28, Tayza St., Kyan Khin Su Ward,",Yangon Region
"tel: 01-513358,tel: 09-5117030",Ar Yu,Pharmacy Shops [Traditional],Kyeemyin Daing(Kyeemyin Daing),"108, Htar Nar St., Ma Gyee Dan (North-East) Ward,",Yangon Region
tel: 01-647377,Ar Raw Jan,Pharmacy Shops [Traditional],Insein(Insein),"1611, Lower Mingalardon Rd., Phawh Kan Ward,",Yangon Region
"tel: 09-5045919,tel: 09-73206902,tel: 01-206206 Ext.2148",Ar Raw Jan,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm B/146/147/148,2nd Flr,Shwe Pyae Sone Market",Yangon Region
tel: 09-73199971,Ar Raw Jan,Pharmacy Shops [Traditional],Thaketa(Thaketa),"Rm 6/13, Waiza Yan Tar St., Corner of Shwe Pyi Thar St.,Ward (6-West),",Yangon Region
"tel: 09-420106801,tel: 09-5402158,tel: 09-5415883",Ah Lin Yaung,Pharmacy Shops [Traditional],Mingalardon(Mingalardon),"Rm 13, Wireless St., Pyi Daw Thar Ward,",Yangon Region
tel: 09-5130021,Ar Yaw Jan,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 241, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Yangon Region
,Khaing Mar,Photo Studios & Labs,Mayangone(Mayangone),"Swel Taw Myat St.,  Swel Taw Pagoda Compound,",Yangon Region
"tel: 09-421083382,tel: 09-254493517",New Image,Photo Studios & Labs,North Okkalapa (North Okkalapa ),"1268, Bagan Rd., Shwe Paukkan Ward (14/8),",Yangon Region
"tel: 09-73015806,tel: 09-795915457",Photo City Image Bank,,,"228, 1st Flr, Seikkanthar St., Middle Block, Ward (7),",Kyauktada
"tel: 09-43192508,tel: 09-253885993",TT Mobile,Phone Prepaid Card Suppliers,Dagon Seikkan(Dagon Seikkan),"Bldg 10,Rm 004,Padauk St.,Yuzana Garden City Housing, A Block",Yangon Region
"tel: 09-31122704,tel: 09-33375564,tel: 01-706452,tel: 01-240600 Ext.4173",Ar Raw Jan,Pharmacy Shops [Traditional],Latha(Latha),"Rm 23, G Flr, D Shed, 24th St., Thein Gyi Market, Ward (8),",Yangon Region
"tel: 01-8565707,tel: 09-5053044",Theingi Shwe Yee,Phone Prepaid Card Suppliers,Thingangyun(Thingangyun),"Bldg 2, Rm 5, Than Thu Mar Rd., Thuwana/24 Ward,",Yangon Region
"tel: 09-5038669,tel: 09-790161614,tel: 09-262646062",Thi Thi Myint [Daw],Phone Prepaid Card Suppliers,Bahan(Bahan),"Bldg 11, Rm 5, G Flr, Kaba Aye Pagoda Rd., Shwe Gon Yeikmon Housing,",Yangon Region
,Digital Digest,Photo Studios & Labs,South Okkalapa (South Okkalapa ),"771/B, Sagaing St., Ward (5),",Yangon Region
"tel: 09-73061130,tel: 09-5059696,tel: 01-600708",Aung Kaung San,Pharmacy Shops [Traditional],Mingalardon(Mingalardon),"29, 2nd St., 3 Extension Ward,",Yangon Region
"tel: 01-2316535,tel: 09-5014427",GAV Copier Toner,,,"K-207, 1st Flr, Baho Rd.,  Manaw Hari Yeik Thar,",Ahlone
tel: 01-553236,Aung Kaung,Pharmacy Shops [Traditional],Thaketa(Thaketa),"734, Zingama Rd., Corner of Htuparyon St.,Htu Par Yon Ward (1),",Yangon Region
"tel: 09-5130021,tel: 09-73088799",Ar Raw Jan,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 750,4th Flr,Mingalar Market",Yangon Region
tel: 09-790133966,THA,Phone Prepaid Card Suppliers,Hlaing Thar Yar(Hlaing Thar Yar),"Bldg 26, Rm 002, Dhama Yadanar St., Kyan Sit Thar Housing,",Yangon Region
"tel: 09-791621977,tel: 09-250495304",Tet Nay Win,Phone Prepaid Card Suppliers,Thaketa(Thaketa),"Bldg A/3, Rm 004, G Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Yangon Region
"tel: 09-5072084,tel: 09-965072084",Ye Htut,Photo Studios & Labs,Ahlone(Ahlone),"173/B, 1st Flr, Ngu War St.,",Yangon Region
