name,category,street,contact,state,township
YKA [Myeik],Warehouses [Fish Gravy/Fish Paste & Others],"77, 11th St., Middle Block,", 09448023471,Yangon Region,Lanmadaw
Tun Lin,Warehouses [Fish Gravy/Fish Paste & Others],"A/83, Gant Gaw 2nd Lane, Bayint Naung Warehouses,"," 01680384, 01704150",Yangon Region,Mayangone
Win Myint [Daw],Warehouses [Fish Gravy/Fish Paste & Others],"B/45, Gant Gaw St., Bayint Naung Warehouses,"," 01680081, 095153249, 09261779398",Yangon Region,Mayangone
Toe Pwar,Warehouses [Fish Gravy/Fish Paste & Others],"A/72, Gant Gaw St., Bayint Naung Warehouses,"," 095006146, 095002774, 01682553, 01680049, 095002836",Yangon Region,Mayangone
Toenayar,Warehouses [Fish Gravy/Fish Paste & Others],"A/27, Gant Gaw 3rd Lane, Bayint Naung Warehouses,", 01680127,Yangon Region,Mayangone
Hla Nyein [Daw],Warehouses [Cooking Oil],"B/36, Kha Yae St., Bayint Naung Warehouses,"," 095000658, 09442138642, 01680270, 01683113, 0973017223",Yangon Region,Mayangone
Hlaing Mitharsu,Warehouses [Fruit],"Nga Shed, Rm 13/14, Thiri Mingalar Market,"," 019688655, 09785100281, 0949777250",Yangon Region,Hlaing
XF,Warehouses [Fish Gravy/Fish Paste & Others],"B/62/59, Gant Gaw 4th Lane, Bayint Naung Warehouses,"," 01680960, 09448008922, 01681339",Yangon Region,Mayangone
Pyone [Daw],Warehouses [General],"K/6, Yuzana St., Bayint Naung Warehouses,"," 01680930, 01681082",Yangon Region,Mayangone
Toenayar,Warehouses [Fish Gravy/Fish Paste & Others],"A/128, Gant Gaw St., Bayint Naung Warehouses,"," 01680136, 01681499, 012300902 [Res], 012300903 [Res], 01681686",Yangon Region,Mayangone
Nay Min,Warehouses [General],"WS/23, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01686219, 0973029622, 09964686219",Yangon Region,Mayangone
Nat Thar,Warehouses [General],"F/32-B, Ngu War St., Bayint Naung Warehouses,"," 01683562, 095407019, 01680265, 0973222686",Yangon Region,Mayangone
Myinttar Mon,Warehouses [Rice],"B/3, Naung Yoe St., Bayint Naung Warehouses,"," 095102743, 098612743, 01686410, 01528869, 098612736",Yangon Region,Mayangone
Myint Aung [Ko],Warehouses [Rice],"J/74, Yuzana St., Bayint Naung Warehouses,"," 095212340, 09797548233",Yangon Region,Mayangone
Nay Toe [Ko],Warehouses [Rice],"H/49,1st Flr,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone
Myay Thin Nant Thar,Warehouses [Rice],"J/30, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682312, 098612700, 095153588, 0973027120",Yangon Region,Mayangone
Nawarat Pwint,Warehouses [General],"B/15-B, Kha Yae St., Bayint Naung Warehouses,"," 01680252, 0949253591, 098702161",Yangon Region,Mayangone
Myat Chan Thar,Warehouses [Rice],"G/43-B, Padauk St., Bayint Naung Warehouses,", 09262107430,Yangon Region,Mayangone
Myint Myint Sann [Daw],Warehouses [Rice],"A/116-A, Gant Gaw 1st Lane, Bayint Naung Warehouses,", 01682895,Yangon Region,Mayangone
Mya Theingi,Warehouses [Rice],"G/16, Sein Pan St., Bayint Naung Warehouses,"," 01680820, 01682415, 095111990",Yangon Region,Mayangone
Ami Nan,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 336/337, Thiri Mingalar Market,"," 095146457, 0973216378",Yangon Region,Hlaing
Myat Mon Yadanar,Warehouses [Rice],"G/32, Sein Pan St., Bayint Naung Warehouses,"," 01680524, 0973224614",Yangon Region,Mayangone
A O Law Yee Yal [U],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 13/14, Thiri Mingalar Market,",,Yangon Region,Hlaing
121,Warehouses [Dried Fish/Dried Prawn],"A/105, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01680368, 01680271",Yangon Region,Mayangone
Myint Moh,Warehouses [General],"E/6-A, Yae Tamar St., Bayint Naung Warehouses,"," 01680040, 095018874",Yangon Region,Mayangone
Mya Theingi,Warehouses [Rice],"J/35, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681004, 01686202, 0973188724, 095100193",Yangon Region,Mayangone
Nay Lamin,Warehouses [General],"H/4, Gant Gaw St., Bayint Naung Warehouses,"," 0973170309, 09250744380, 09798842350",Yangon Region,Mayangone
Myint Myint Moh,Warehouses [Rice],"A/76, Naung Yoe St., Bayint Naung Warehouses,"," 01686079, 01686080",Yangon Region,Mayangone
Ah Nauk Yoma [Yangon-Than Dwe],Warehouses [Dried Fish/Dried Prawn],"A/50, Gant Gaw St., Bayint Naung Warehouses,"," 01680054, 01683617, 01542075 [Res], 095120049, 095124986, 095157080 [Res]",Yangon Region,Mayangone
Yu Mi [Ma],Warehouses [Coconut/Banana],"Sa Lone Shed, Rm 97/98, Thiri Mingalar Market,", 0930015447,Yangon Region,Hlaing
Ko Aung Aung,,"391/392, Thiri Mingalar Market,"," 09250159059, 09401524228",Yangon Region,Hlaing
Myint,Warehouses [General],"J/32-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 0973069225, 01683722, 09450416369",Yangon Region,Mayangone
Ah Mae Kyae Zue,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 235, Thiri Mingalar Market,", 09255789745,Yangon Region,Hlaing
Aung,Warehouses [Dried Fish/Dried Prawn],"A/15, Gant Gaw 3rd Lane, Bayint Naung Warehouses, Ward (1),"," 095128241, 01680186",Yangon Region,Mayangone
Ma Ei,,"Yone-Za-Myin-Zwe, Rm Shop-17/18,"," 0973226218, 09425293085",Yangon Region,Hlaing
Pwint Oo,Warehouses [Rice],"J/19-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682316, 0973146150, 0973037445",Yangon Region,Mayangone
Ma Aye Cho,,"zamyinzwe, Rm 80,   Thiri Mingalar Zay Thit,"," 0973028115, 09254001954",Yangon Region,Hlaing
Nyunt [U],Warehouses [Rice],"H/58-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680629, 0973184244",Yangon Region,Mayangone
Poe Htoo Thit,Warehouses [Rice],"I/29-A, Khattar St., Bayint Naung Warehouses,"," 01686157, 0931703711, 09796905935",Yangon Region,Mayangone
Padauk Pwint,Warehouses [Rice],"G/58-B, Padauk St., Bayint Naung Warehouses,"," 01681155, 095109279, 098534749, 0973205406",Yangon Region,Mayangone
Ngwe Toe,Warehouses [Rice],"K/4, Yuzana St., Bayint Naung Warehouses,", 0973058782,Yangon Region,Mayangone
Ngwe Padaethar,Warehouses [Rice],"G/42, Padauk St., Bayint Naung Warehouses,"," 01680604, 01682552, 09795412717, 01680220, 098598459",Yangon Region,Mayangone
Hein [Shwe Sin Koe Pwint],Warehouses [Fruit],"Nga Shed, Rm 20, Thiri Mingalar Market,", 095066733,Yangon Region,Hlaing
Pann Kyal Sin,Warehouses [Rice],"Bldg WS/24, Kyun Shwe Wah St., Bayint Naung Warehouses,", 095184598,Yangon Region,Mayangone
Ngwe Lamin,Warehouses [Rice],"G/59-B, Padauk St., Bayint Naung Warehouses,"," 01682086, 095016515",Yangon Region,Mayangone
Nyunt Win [U],Warehouses [Rice],"K/31, Rm 001, Yin Mar St., Bayint Naung Warehouses,"," 0973155494, 09420124488",Yangon Region,Mayangone
"Myanmar Supply Change & Marketing Services Co.,Ltd.",Warehouses [General],"127, Bayint Naung Rd., Industrial Zone (4),"," 01618915, 01618916",Yangon Region,Shwe Pyi Thar
Great,Warehouses [Fruit],"Kha Shed, Rm 38, Thiri Mingalar Market,", 0973132251,Yangon Region,Hlaing
Chan Myae Aung,Warehouses [Fruit],"Nga Shed, Rm 43/44/45/46, Thiri Mingalar Market,", 095214268,Yangon Region,Hlaing
Aung Pin Lel,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 230, Thiri Mingalar Market,", 095098687,Yangon Region,Hlaing
Chin Twin,Warehouses [Fruit],"Nga Shed, Rm 22/23/24/25/26/27/28, Thiri Mingalar Market,"," 019688628, 0949313778, 095011628, 095023045, 019688629",Yangon Region,Hlaing
Nyein Chan,Warehouses [Rice],"WS/3, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01680322, 01686121",Yangon Region,Mayangone
Hein Yarzar,Warehouses [Fruit],"Ka Gyi Shed, Rm 308/309/310, Thiri Mingalar Market,"," 01507327, 095090243",Yangon Region,Hlaing
Aung Lan Taw,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 281/282, Thiri Mingalar Market,", 095016754,Yangon Region,Hlaing
Cho Two [Ko],Warehouses [Fruit],"Ga Nge Shed, Rm 30, Thiri Mingalar Market,"," 0943068288, 0949312422, 095076791",Yangon Region,Hlaing
Aung Phay [Ko] + Khin Mu Mu Soe [Ma],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 276~280, Thiri Mingalar Market,", 095047163,Yangon Region,Hlaing
Sein Kyunn Mandaing,Warehouses [Rice],"G/44-B, Padauk St., Bayint Naung Warehouses,"," 01680772, 01528690, 095016052",Yangon Region,Mayangone
Sann Thit,Warehouses [Rice],"H/54, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095015741, 095129005, 01681002, 01686770~1",Yangon Region,Mayangone
So Pyay Win [Yangon-Myeik],Warehouses [General],"H/66-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686323, 01686593, 0973035355",Yangon Region,Mayangone
Shwe Pyae Sone,Warehouses [General],"A/120, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 095050233, 09420056027, 095017835, 09259290213, 09420026890, 0973211184",Yangon Region,Mayangone
Shwe [Ko],Warehouses [General],"D/64-B, Yae Tamar St., Bayint Naung Warehouses,"," 01680017, 01226107, 095106200, 095115097, 095106300",Yangon Region,Mayangone
Pyit Tine Htaung,Warehouses [Rice],"B/61, Gant Gaw 4th Lane, Bayint Naung Warehouses,"," 095138573, 09792079200",Yangon Region,Mayangone
Sann Wai Naing,Warehouses [Rice],"H/73-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681034, 0973033701",Yangon Region,Mayangone
Eaiksar Thara,Warehouses [Fruit],"Nga Shed, Rm 29/33, Thiri Mingalar Market,"," 095106372, 09795262145",Yangon Region,Hlaing
Shan Yoma,Warehouses [General],"72,Aung Mingalar St.,Bolein Aung Mingalar Ward"," 095088454, 09250135414, 095109446, 095083307, 095088525, 01542184",Yangon Region,Tarmwe
Saryay Gyi Family,Warehouses [General],"D/44, Yae Tamar St., Bayint Naung Warehouses,"," 01680485, 01683455, 09963221026, 09963221027, 09963221028",Yangon Region,Mayangone
Sein Padaethar,Warehouses [Rice],"G/67-A, Padauk St., Bayint Naung Warehouses,"," 01680923, 095007833, 01228442 [Res], 0973197833",Yangon Region,Mayangone
Sein Yadanar Phyo,Warehouses [General],"H/19-B, Yoe Gyi Chaung St., Bayint Naung Warehouses,"," 09254740210, 0973024868",Yangon Region,Mayangone
Shwe Pyae Sone,Warehouses [General],"A/101, Gant Gaw 2nd Lane, Bayint Naung Warehouses,"," 0949285226, 0973211184",Yangon Region,Mayangone
Pyae Phyo Paing,Warehouses [Rice],"H/49-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 0973088302, 01683203",Yangon Region,Mayangone
Sann Thit,Warehouses [Rice],"A/37/38, Naung Yoe St., Bayint Naung Warehouses,"," 01681002, 095129005, 01686627, 01686771, 095385387, 095015741",Yangon Region,Mayangone
Pyi Myanmar,Warehouses [Rice],"H/7, Padauk St., Bayint Naung Warehouses,"," 01680691, 0973147666",Yangon Region,Mayangone
Aung Aung,Warehouses [Dried Fish/Dried Prawn],"B/39, Gant Gaw St., Bayint Naung Warehouses,"," 095102639, 095114586, 01680001, 01681149, 0973042081, 01680194",Yangon Region,Mayangone
Aung,Warehouses [Dried Fish/Dried Prawn],"A/15, Gant Gaw 3rd Lane, Bayint Naung Warehouses,"," 01680186, 095128241",Yangon Region,Mayangone
Pyae Sone,Warehouses [Rice],"J/20-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095074488, 01681974, 095021945",Yangon Region,Mayangone
Shwe Ayeyar,Warehouses [General],"H/56,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone
Aung Aung,Warehouses [Dried Fish/Dried Prawn],"A/64-B, Gant Gaw St., Bayint Naung Warehouses,"," 01680001, 0973042081, 01681149, 095114586, 095102639",Yangon Region,Mayangone
Aung Ko [U] + Win [Daw],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 37/38/39/40, Thiri Mingalar Market,", 0973171037,Yangon Region,Hlaing
Thiha Soe,Warehouses [General],"H/78, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682737, 01682701, 095502302",Yangon Region,Mayangone
Tun Tun Win,Warehouses [Coconut/Banana],"Sa Lone Shed, Rm 107, Thiri Mingalar Market,", 09420282972,Yangon Region,Hlaing
Aung Zaw Oo [Ko],Warehouses [Fruit],"Ka Gyi Shed, Rm 126~129, Thiri Mingalar Market,", 095171751,Yangon Region,Hlaing
Sein Yadanar,Warehouses [Rice],"I/23, Khattar St., Bayint Naung Warehouses,"," 01682466, 095106062",Yangon Region,Mayangone
Sein Thone Lone,Warehouses [Rice],"H/43-B,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone
Shwe Ayeyar,Warehouses [Rice],"H/31, Padauk St., Bayint Naung Warehouses,"," 01681211, 01683560, 01680459, 09450063463",Yangon Region,Mayangone
Shwe Arr Man,Warehouses [Rice],"A/124,Gant Gaw St.,Bayint Naung Warehouses"," 01240584, 01683252, 0973002230, 098633088, 095505104",Yangon Region,Mayangone
Shwe Ayeyar,Warehouses [Rice],"J/67, Yuzana St., Bayint Naung Warehouses,"," 01686149, 01686142",Yangon Region,Mayangone
Sein Thone Lone,Warehouses [Rice],"A/151, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01681993, 098630678, 095135500",Yangon Region,Mayangone
Kyaw Kyaw [Ko],Warehouses [Fruit],"Ka Gyi Shed, Rm 195, Thiri Mingalar Market,"," 09450064527, 012300395",Yangon Region,Hlaing
Sein Thitsar,Warehouses [Rice],"G/43-A, Padauk St., Bayint Naung Warehouses,"," 01680904, 01225266, 095010076",Yangon Region,Mayangone
Khaing Yati Min,Warehouses [Fruit],"Kha Shed, Rm 36, Thiri Mingalar Market,"," 095402936, 0973133718",Yangon Region,Hlaing
Sein Shwe Win,Warehouses [Rice],"I/31/A,Khattar St.,Bayint Naung Warehouses"," 09970706054, 0936116637",Yangon Region,Mayangone
Golden Dired Prawn,Warehouses [Dried Fish/Dried Prawn],"43, Hledan St., Lower Block,"," 012301297, 095110422, 0973043189",Yangon Region,Lanmadaw
Tin Soe [U],Warehouses [General],"A/38-B, Gant Gaw 3rd Lane, Bayint Naung Warehouses,", 01680938,Yangon Region,Mayangone
Awarat,Warehouses [Fruit],"Nga Shed, Rm 96, Thiri Mingalar Market,"," 09450048909, 09262554415",Yangon Region,Hlaing
Cho [Ma],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 28/29/30, Thiri Mingalar Market,"," 095020192, 0973097038",Yangon Region,Hlaing
Pyae Wa Aung,Warehouses [Rice],"G/54-A, Padauk St., Bayint Naung Warehouses,"," 01680685, 095007959, 01683035, 095154210",Yangon Region,Mayangone
Khin Maung Win [Ko],Warehouses [Fruit],"Ka Gyi Shed, Rm 144, Thiri Mingalar Market,", 09263102612,Yangon Region,Hlaing
Sein Shwe Phyo,Warehouses [Rice],"A/134, Khattar St., Bayint Naung Warehouses,"," 095003790, 098645879",Yangon Region,Mayangone
Aung Thitsar,Warehouses [Dried Fish/Dried Prawn],"A/37, Gant Gaw 3rd Lane, Bayint Naung Warehouses,"," 01680341, 09788647022, 09795804793",Yangon Region,Mayangone
Chit [U],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 65~69, Thiri Mingalar Market,"," 09420142467, 095029583",Yangon Region,Hlaing
Aung [Ko],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 391/392, Thiri Mingalar Market,"," 09250159059, 09401524228",Yangon Region,Hlaing
Kyaw Kyar,Warehouses [Fruit],"Kha Shed, Rm 37, Thiri Mingalar Market,"," 095047354, 0973223226",Yangon Region,Hlaing
Aung Tagon,Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 61/62/63/64, Thiri Mingalar Market,"," 092220063, 092220387",Yangon Region,Hlaing
Khaing Thitsar,Warehouses [Fruit],"Kha Shed, Rm 43, Thiri Mingalar Market,"," 09450412285, 09420307944",Yangon Region,Hlaing
Aye Cho [Ma],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 80, Thiri Mingalar Market,"," 0973028115, 09254001954",Yangon Region,Hlaing
Aye Aye Aung,Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 91~100, Thiri Mingalar Market,"," 09250024705, 095128116",Yangon Region,Hlaing
Hone Ni,Warehouses [Fruit],"Kha Shed, Rm 70, Thiri Mingalar Market,", 09428042391,Yangon Region,Hlaing
Aung Pin Lel,Warehouses [Dried Fish/Dried Prawn],"B/130, Gant Gaw St., Bayint Naung Warehouses,"," 01680359, 095001355, 01704536",Yangon Region,Mayangone
Kaung Thant,Warehouses [Fruit],"Kha Shed, Rm 20, Thiri Mingalar Market,", 095069002,Yangon Region,Hlaing
Sein Shwe Mya,Warehouses [Rice],"H/63-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681015, 095105447, 098762092",Yangon Region,Mayangone
Khaing,Warehouses [Fruit],"Ka Gyi Shed, Rm 209/210, Thiri Mingalar Market,", 09260785948,Yangon Region,Hlaing
Ei [Ma],Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 17/18, Thiri Mingalar Market,"," 0973226218, 09425293085",Yangon Region,Hlaing
Swe Swe Lin,Warehouses [General],"E/49, Ngu War St., Bayint Naung Warehouses,"," 01681005, 01681182, 01680321, 01680110, 095008956",Yangon Region,Mayangone
Taw Win Thu,Warehouses [General],"F/31, Ngu War St., Bayint Naung Warehouses,"," 01680834, 09250496667",Yangon Region,Mayangone
Swe Swe Lin [Ma],Warehouses [General],"E/23-B, Yae Tamar St., Bayint Naung Warehouses,"," 01681005, 09971006060, 095008956, 01681182",Yangon Region,Mayangone
KT [Kyaw Win],Warehouses [Dried Fish/Dried Prawn],"A/178, Yoe Gyi Chaung St., Bayint Naung Warehouses,"," 095007368, 09974121314",Yangon Region,Mayangone
Htet Zar Zar Aung,Warehouses [Fruit],"Ka Gyi Shed, Rm 105/106, Thiri Mingalar Market,", 095414443,Yangon Region,Hlaing
K,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 394/395, Thiri Mingalar Market,"," 095075547, 0973161285",Yangon Region,Hlaing
Htwe [Daw] [Mawlamyaing],Warehouses [Dried Fish/Dried Prawn],"A/149, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01682164, 01682911, 095016681",Yangon Region,Mayangone
Ko Oo [Ko] + Thein Thein [Ma],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 387/388/389, Thiri Mingalar Market,", 095063901,Yangon Region,Hlaing
Hlaing,Warehouses [Dried Fish/Dried Prawn],"A/85, Gant Gaw 2nd Lane, Bayint Naung Warehouses,"," 01680392, 01683134, 095098474",Yangon Region,Mayangone
Kaung Su Wai,Warehouses [Fruit],"Kha Shed, Rm 6/7, Thiri Mingalar Market,"," 095181301, 0973038033, 095010934",Yangon Region,Hlaing
Khin Mar Lay,Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 343, Thiri Mingalar Market,", 0930025249,Yangon Region,Hlaing
Shwe Myint Moh,Warehouses [Rice],"WS/21, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 095321829, 09972389889",Yangon Region,Mayangone
Kyal Sone,Warehouses [Dried Fish/Dried Prawn],"B/49-A, Gant Gaw St., Bayint Naung Warehouses,"," 0973039022, 095023286, 095170694, 01528676 [Res], 01680570, 01680570, 01686720",Yangon Region,Mayangone
Htwe Yi [Daw],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 284/285, Thiri Mingalar Market,", 09250147969,Yangon Region,Hlaing
Marlar,Warehouses [Fruit],"Kha Shed, Rm 65~68, Thiri Mingalar Market,"," 0973003459, 098612969",Yangon Region,Hlaing
Shwe La Wun,Warehouses [Rice],"G/54-B, Padauk St., Bayint Naung Warehouses,"," 01681280, 095021407, 095149491, 0973022262",Yangon Region,Mayangone
Hmwe Hmwe Lay,Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 128~130, Thiri Mingalar Market,"," 0973041577, 095131586",Yangon Region,Hlaing
Shwe Leik Pyar,Warehouses [Rice],"J/24-B, Ar Thaw Ka St., Bayint Naung Warehouses,", 01681323,Yangon Region,Mayangone
Shwe Kyar Myay,Warehouses [Rice],"H/59-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686395, 098572960",Yangon Region,Mayangone
Shwe Kabar,Warehouses [Rice],"762, Bayint Naung Rd., Ward (11),"," 0973046463, 0973047930",Yangon Region,Shwe Pyi Thar
Shwe Kyun,Warehouses [Rice],"G/14-A, Sein Pan St., Bayint Naung Warehouses,"," 095010880, 095149473, 01680164, 01681181, 01570684",Yangon Region,Mayangone
Mahar Mate,Warehouses [Fruit],"Ka Gyi Shed, Rm 243, Thiri Mingalar Market,"," 09425029833, 0973228624",Yangon Region,Hlaing
Shwe Kyunn Mandaing,Warehouses [Rice],"I/32-B, Khattar St., Bayint Naung Warehouses,"," 01680947, 095008857, 01686409, 0973034856",Yangon Region,Mayangone
Shwe Lin Latt,Warehouses [Rice],"J/66/A,Yuzana St.,Bayint Naung Warehouses", 019688906,Yangon Region,Mayangone
Mya [Daw],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 238/239, Thiri Mingalar Market,"," 095114574, 0973037419",Yangon Region,Hlaing
Ma Ma Gyi [Daw],Warehouses [Fruit],"Ka Gyi Shed, Rm 211, Thiri Mingalar Market,"," 0973253914, 09448013669",Yangon Region,Hlaing
Shwe Myinn Pyan,Warehouses [Rice],"G/69, Padauk St., Bayint Naung Warehouses,"," 01680537, 01682030, 095001237, 0973079002",Yangon Region,Mayangone
Mya Annawah,Warehouses [Dried Fish/Dried Prawn],"A/69, Gant Gaw St., Bayint Naung Warehouses,"," 01680358, 095199691, 095063715, 095100187, 0973152478",Yangon Region,Mayangone
Mya Annawah,Warehouses [Dried Fish/Dried Prawn],"B/40, Gant Gaw St., Bayint Naung Warehouses,"," 01680358, 095010591",Yangon Region,Mayangone
Shwe Kyunn,Warehouses [Rice],"A/77, Naung Yoe St., Bayint Naung Warehouses,"," 095177844, 09965088231, 01686090",Yangon Region,Mayangone
Kyaw,Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 3/4/5, Thiri Mingalar Market,"," 095192459, 0973077340",Yangon Region,Hlaing
Htoo Myat,Warehouses [Dried Fish/Dried Prawn],"Za Myin Zwel Shed, Rm 19/20, Thiri Mingalar Market,", 0973078365,Yangon Region,Hlaing
Moe [Ma],Warehouses [Dried Fish/Dried Prawn],"Ga Gyi Shed, Rm 361/362, Thiri Mingalar Market,"," 095500904, 0932177765",Yangon Region,Hlaing
Kyal Sone,Warehouses [Dried Fish/Dried Prawn],"B/79, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01680570, 095152767, 095170694, 095023286, 01528676 [Res], 01686720, 0973039022, 0973903144",Yangon Region,Mayangone
