name,street,category,township,contact,state
Kaung Thant,"96, Lay Daunt Kan Rd., (Sa-Lein/Ka) Ward,",Mobile Phone Repairing & Services,Thingangyun(Thingangyun),"tel: 09-420004874,tel: 09-777716435",Yangon Region
Khant,"102, Thandar St., Nga Ward,",Mobile Phone Repairing & Services,North Okkalapa (North Okkalapa ),"tel: 09-263060099,tel: 09-251009298",Yangon Region
MKCs Global Pte.Ltd.,"Rm 201, 2nd Flr, New University Avenue Rd., Shwe Than Lwin Condo,",Motion Picture Producers,Bahan(Bahan),"tel: 01-540652,tel: 09-264891270",Yangon Region
Life & Art [2],"3, 34th St., Lower Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-425022731,tel: 09-5191350",Yangon Region
Kyaw Kyaw Oo,"243/3, 2nd Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 09-8624687,Yangon Region
Lavendar,"257, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-248240,tel: 01-388458",Yangon Region
Khaing Shwe Zin,"De Pe` Yinn Wun Htauk U Mye` St., Industrial Zone (2),",Mobile Phone Repairing & Services,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-972332548,tel: 09-261795275",Yangon Region
Kaung Su Hlaing,"166, Myo Patt St., Ywar Ma (West) Ward,",Mobile Phone Repairing & Services,Insein(Insein),"tel: 09-5194398,tel: 09-420020302",Yangon Region
Kyaw,"252, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-241053,tel: 09-73777773,tel: 09-33354455,tel: 09-73887777,tel: 09-73777773,tel: 01-708362",Yangon Region
Lucky Seven,"244, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-243980,tel: 01-386945",Yangon Region
King,"Padauk St., Ward (23),",Mobile Phone Repairing & Services,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-770665466,Yangon Region
Kaung Lin Kyaw,"1 Shed, Rm 5, Thitsar St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 09-421098791,tel: 09-799817622",Yangon Region
KL,"5/A, Bayint Naung Rd., Ward (5),",Mobile Phone Repairing & Services,Shwe Pyi Thar(Shwe Pyi Thar),tel: 01-611742,Yangon Region
KKK,"893, Aung Thukha St., Ward (6-East),",Mobile Phone Repairing & Services,Thaketa(Thaketa),"tel: 09-421085432,tel: 09-796964901",Yangon Region
KL,"378, Bogyoke Aung San Rd., Ward (20),",Mobile Phone Repairing & Services,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-771789343,Yangon Region
Kyaw Tet,"16 Shed, Rm 13, Thit Khwa St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 09-43020218,tel: 09-254914479",Yangon Region
Kyaw Gyi,"950, Dhamar Yon St., Ward (10-South),",Motorcycle Accessories & Parts,Thaketa(Thaketa),tel: 09-253394962,Yangon Region
Kaung Myat Kyaw,"62/B, Hlaw Gar Rd., Ward (70),",Motorcycle Accessories & Parts,South Dagon(South Dagon),"tel: 09-974195512,tel: 09-401537899",Yangon Region
Kyaw Brothers,"284, Sin Phyu Shin St., Ward (10),",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-402680090,tel: 09-421136998",Yangon Region
KM,"Anawmar St.,Corner of Anawmar 16th St.,Ah Naw Mar Ward (1)",Mobile Phone Repairing & Services,Thaketa(Thaketa),tel: 09-798379001,Yangon
Sein Pae Kyaw & Group,"210, Rm 2, 1st Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-250012760,tel: 09-260906893",Yangon Region
KYK,"8 Shed, Rm 3/4, Tharaphi St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 09-5000284,tel: 09-49299748,tel: 09-795000284",Yangon Region
338 Family Stores,"8, Rm 33, Kyauk Sein 5th St.,",Mini Markets,Insein(Insein),"tel: 09-799699001,tel: 01-655032",Yangon Region
Win Maw Thein [U],"Rm E/3, Thudhamar Rd., No(1) Plastic Factory Shop Room, Nga Ward,",Metal Trunks,North Okkalapa (North Okkalapa ),"tel: 09-450007808,tel: 09-260371043",Yangon Region
Shwe Chinthae,"75, Thudhamar Rd., Ward (2),",Metal Trunks,North Okkalapa (North Okkalapa ),"tel: 09-5039873,tel: 09-43113729",Yangon Region
Silver Pearl,"36, Aung Myay Thar Yar St., Kone Ta La Paung,",Fashion Shops,Mingalardon(Mingalardon),"tel: 09-448003036,tel: 09-789099738",Yangon Region
Myo,"Thudhamar Rd., Corner of Thu Dhamar 1st St.,Ward (2),",Metal Trunks,North Okkalapa (North Okkalapa ),tel: 09-254951662,Yangon Region
"Punyoma Int'l Co.,Ltd.","50/52, Bogyoke Aung San Rd.,",Powdered Milk,Pazundaung(Pazundaung),"tel: 01-296605,tel: 01-297548,tel: 01-297214",Yangon Region
Pann Tanaw,"83, Sin Min St., Sin Min Ward,",Photocopying & Duplicating Services,Ahlone(Ahlone),tel: 01-2316514,Yangon Region
La Yaung Tun,"Padauk St.,Ward (23)",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-421155198,tel: 09-794611821",Yangon Region
Hello! Swel Taw Mini Mart,"589~590, Bogyoke Aung San St., Ward (5),",Mini Markets,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-421179922,tel: 09-73203905,tel: 09-8616739",Yangon Region
"MH Power Myanmar Co.,Ltd.","96, Yadanar Myaing St., Ward (1),",Electrical Goods Sales,Kamayut(Kamayut),"tel: 09-43200495,tel: 09-73108294,tel: 09-49331158,tel: 01-505364",Yangon Region
"Pan Yoma Int'l Co.,Ltd.","170, Mya Nandar St., Industrial Zone,",Export & Import Companies,Thaketa(Thaketa),tel: 01-551107,Yangon Region
Smile,"181, Phone Gyi Kyaung Bus Stop, Nay Myo Kyaw Kaung St, Ward (1),",,,"tel: 09-73039656,tel: 09-790136997`,tel: 09-790136997",Shwe Pyi Thar
Ngwe Sin Pearl,"474, Maha Bandoola Rd.,",Milk,Pabedan(Pabedan),tel: 09-795359502,Yangon Region
Myanmar Microfinance Bank [Myay Ni Gone Branch],"279, U Wisara Rd., Corner of Shan Kone St.,Myaynigone, Myae Ni Gone (North) Ward,",Microfinance Banks,Sanchaung(Sanchaung),"tel: 01-2306050,tel: 01-2306051~54,tel: 01-2306055",Yangon Region
"Torwitchukorn Co.,Ltd.","Bldg G, Rm 45, Thiri Yadanar Retail/Wholesale Market,",Meters Equipment & Services,North Okkalapa (North Okkalapa ),tel: 09-253940659,Yangon Region
Thant,"398/B, Banyar Dala Rd., Byine Yae Ooh Sin (Ywar Ma),",Milk,Tarmwe(Tarmwe),tel: 01-556221,Yangon Region
BoBo BaBa,"Rm G/15, G Flr, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,",Milk,Dagon(Dagon),tel: 09-263987848,Yangon Region
"Green Circle Co.,Ltd.","116/A/2, Kanaung Min Thar Gyi St., Industrial Zone (1),",Soft Drinks/Juices & Beverages,Shwe Pyi Thar(Shwe Pyi Thar),"tel: 01-610456,tel: 01-610259,tel: 01-612754,tel: 01-610813,tel: 01-612756",Yangon Region
Hay Mhan Capital,"92/2,Than Lwin Rd.,Shwe Taung Gyar Ward (1)",Microfinance Banks,Bahan(Bahan),tel: 01-535643,Yangon
Mr.Jones' Orphanage Myanmar,"Rm K-306, 3rd Flr, Myanmar Plaza,",Cafés,Bahan(Bahan),tel: 09-979887911,Yangon Region
Myanmar Microfinance Bank [*Head Office],"31, Pyay Rd., Corner of Maha Myaing St.,Kyun Taw (Mid) Ward,",Microfinance Banks,Sanchaung(Sanchaung),"tel: 01-2306285,tel: 01-2306291~92,tel: 01-2306287,tel: 01-2306282,tel: 01-2306284,tel: 01-2306283",Yangon Region
Myanmar Microfinance Bank [Bo Myat Tun Branch],"245, Bo Myat Tun St., Shine Tower,",Microfinance Banks,Botahtaung(Botahtaung),"tel: 01-9010556~9,tel: 01-9010560~62,tel: 01-9010561,tel: 01-9010562",Yangon Region
"BMF [Bidv Myanmar Finance Co.,Ltd.]","Rm G22-23, G Flr, Myanmar Plaza,",Microfinance Banks,Bahan(Bahan),"tel: 09-790455458,tel: 09-796261542,tel: 09-43198899",Yangon Region
Myanmar Microfinance Bank [Banayar Dala Tarmwe Branch],"293/295, Banyar Dala Rd., Ah Yoe Gone Ward,",Microfinance Banks,Tarmwe(Tarmwe),tel: 01-8604450~54,Yangon Region
"ASA Microfinance [Myanmar] Co.,Ltd.","383,Hlaw Gar Rd.,Ward (54)",Microfinance Banks,South Dagon(South Dagon),tel: 09-420103747,Yangon Region
ASA Microfinance [Myanmar] Ltd.,"743, Bayint Naung Rd., Corner of Phayar St., Ward (18),",Microfinance Banks,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-795484840,Yangon Region
IBK Capital Myanmar,"40/41, Bayint Naung Rd., Corner of Aung Tha Pyay St., Pauk Taw Ward,",Microfinance Banks,Insein(Insein),"tel: 01-647549,tel: 01-641256",Yangon Region
Khin Sabei Oo,"1082, Thudhamar Rd., Ward (2),",Metal Trunks,North Okkalapa (North Okkalapa ),tel: 09-5130699,Yangon Region
Miba Myittar,"87, Yangon-Insein Rd., Ward (3),",Metal Trunks,Mayangone(Mayangone),"tel: 09-73013690,tel: 09-796619495,tel: 09-5501848",Yangon Region
Junction 14,"Rm B, Bldg 115/C, Pearl Yeikmon Housing,",,,"tel: 09-970886227,tel: 09-420022707",Shwe Pyi Thar
"BIDV Myanmar Finance Co.,Ltd. [BMF]","Rm G22-23, G Flr, Myanmar Plaza,",Microfinance Banks,Bahan(Bahan),"tel: 09-790455458,tel: 09-796261542,tel: 09-43198899",Yangon Region
Zin Yaw,"26,Baho Rd., Thamaing, U Ba Han Rd,Ward (2)",,,"tel: 01-9667621,tel: 09-777245593,tel: 09-32241333",Mayangone
AV's,"76/80(B), Banyar Dala Rd.,",,အမွတ္ ၇၆/၈၀(B)၊ ဗညားဒလလမ္း၊,"tel: 09-979734398,tel: 09-449004786",Mingalar Taung Nyunt
Daw Kyin Kyue,"79, Sin Min St., Corner of Sattwin St., Sin Min Ward,",,,"tel: 01-211395,tel: 09-259105559",Ahlone
Kyaw & Brothers,"110, Kan Oo Kyaung St., Phawh Kan Ward,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 09-5056334,tel: 09-420001185",Yangon Region
"Mo Asia Co.,Ltd.","33/H, Yadanar Lane., 7 Mile, Ward (7),",Export & Import Companies,Mayangone(Mayangone),"tel: 01-651327,tel: 01-651387,tel: 01-651842,tel: 01-660544",Yangon Region
Thant Sin Store,"Ma-23, Hlaing River Rd., Kwet Thit Ward,",,အမွတ္ Ma-၂၃၊ လိႈင္ျမစ္လမ္း၊ ကြက္သစ္ရပ္ကြက္၊,"tel: 01-642552,tel: 09-450047915",Insein
Kyauk Myaung,"117/119, Kyauk Myaung St.,",,,tel: 09-73099333,Tarmwe
Myanmar Microfinance Bank [Thitsar St Branch],"11/13, Thitsar Rd., Ward (10),",Microfinance Banks,South Okkalapa (South Okkalapa ),"tel: 01-8500790,tel: 01-8500791~94",Yangon Region
Myanmar Microfinance Bank [Shwe Bon Tha St Branch],"48, Shwe Bon Tha St., Lower Middle Block,",Microfinance Banks,Pabedan(Pabedan),"tel: 01-253272,tel: 01-253618~9",Yangon Region
Myanmar Microfinance Bank [Sule Branch],"107, Sule Pagoda Rd., Upper Middle Block,",Microfinance Banks,Kyauktada(Kyauktada),"tel: 01-253546,tel: 01-253659,tel: 01-253660,tel: 01-253648",Yangon Region
Walco,"20, Mya Nandar 1st St., Mya Thida Ward,",Yogurt,Mingalardon(Mingalardon),"tel: 09-73205542,tel: 09-43144283",Yangon Region
Myanmar Microfinance Bank [Phone Gyi St Branch],"36, Phone Gyee St., Lower Block,",Microfinance Banks,Lanmadaw(Lanmadaw),tel: 01-2301814~18,Yangon Region
Kyaw,"313/A, Maha Myaing St., Near Na Gyi Kwe Bus Stop, Ward (9),",Motorcycle Accessories & Parts,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-974330323,Yangon Region
Thamadi,"Tatalincheik-20, Lower Mingalardon Rd.,  Phawh Kan Ward",,,"tel: 01-641033,tel: 01-645933",Insein
Chit Lwin [U] & Brothers,"Ga Gyi Shed, Rm 34/35, Kyauk Yae Dwin Market,",Aluminium/Tin & Zinc Materials,North Okkalapa (North Okkalapa ),tel: 09-43089924,Yangon Region
Thant,"398/B, Banyar Dala Rd., Byine Ywar Ma Ward,",Rice Merchants,Tarmwe(Tarmwe),"tel: 01-556221,tel: 09-5403513,tel: 09-5155419",Yangon Region
Kyal Sin Thit,"14, Pyay Rd., Htauk Kyant (North) Ward,",Motorcycle Accessories & Parts,Mingalardon(Mingalardon),tel: 09-799927959,Yangon Region
Myanmar Microfinance Bank [Pasoedan Branch],"181/187, Pansoedan St., Middle Block,",Microfinance Banks,Kyauktada(Kyauktada),tel: 01-391822~25,Yangon Region
Myanmar Microfinance Bank [Parami Branch],"289/B/290, Parami Rd., Ward (4),",Microfinance Banks,South Okkalapa (South Okkalapa ),"tel: 01-569341,tel: 01-569619,tel: 01-8500631",Yangon Region
Myanmar Microfinance Bank [Parami Branch],"54/A, Kaba Aye Pagoda Rd., Corner of Parami Rd.,Chaw Dwin Gone Bus Stop, Ward (10),",Microfinance Banks,Mayangone(Mayangone),"tel: 01-663016,tel: 01-657944,tel: 01-657946,tel: 01-657947,tel: 01-657942",Yangon Region
Phenix,"241, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 01-255919,Yangon Region
Point,"180, 1st Flr, 35th St., Upper Middle Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-387774,tel: 09-789333626,tel: 09-262547774",Yangon Region
Kyal Sin,"20 Shed, Rm 3, Thitsar St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 01-655054,tel: 01-644022 Ext.239,tel: 09-5333242,tel: 09-8702936,tel: 09-73259390",Yangon Region
Night School Film Production,"27/B, Rm B/4, Kwin Kyaung St., Galon Ward,",Motion Picture Producers,Ahlone(Ahlone),"tel: 01-216550,tel: 09-5137618,tel: 09-425280810",Yangon Region
Saung Hnin Yee,"247, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 09-73008333,Yangon Region
"Myanmar Motion Picture Development Public Co.,Ltd.","387/B, 1st Flr, Bo Aung Kyaw St., City Shine Condo,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-254202030,tel: 01-398081",Yangon Region
Nan Khaung,"171, 35th St., Upper Middle Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-380122,tel: 09-5076665",Yangon Region
Kyal Tagon,"Shwe Hnin Si St.,Corner of Wireless St.,Pa-La-Ya Ward",Motorcycle Accessories & Parts,Mingalardon(Mingalardon),tel: 09-254326910,Yangon Region
Par Choon,"203, 1st Flr, 37th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-378882,tel: 01-383524,tel: 09-73029613",Yangon Region
20 Mart,"1606, Bo Hmu Ba Htoo Rd., Ward (46),",Mini Markets,North Dagon(North Dagon),"tel: 01-581983,tel: 09-5055528",Yangon Region
Ohn Win [Ko],"20, Yamonnar Rd., Near Wah So Bus Stop, Pathein Myay Ward,",Motion Picture Producers,Dawbon(Dawbon),"tel: 01-559820,tel: 09-73002920,tel: 09-73083547",Yangon Region
234,"234, Ingyin Myaing St., Corner of Thityar Pin St.,Thuwana/23 (Su Paung) Ward,",Mini Markets,Thingangyun(Thingangyun),"tel: 01-8566575,tel: 09-5071697",Yangon Region
1 Stop Mark,"Thein Phyu Rd., Kan Daw Kalay (South) Ward,",Mini Markets,Mingalar Taung Nyunt(Mingalar Taung Nyunt),tel: 09-5404667,Yangon Region
Moe Kaung Kin,"311, 3rd Flr, Bogyoke Aung San Rd.,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-2305377,tel: 09-401560438",Yangon Region
119,"115, Anawrahta Rd.,",Mini Markets,Kyauktada(Kyauktada),tel: 01-378091,Yangon Region
Thitsar Hnin Si,"259, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 01-387905,Yangon Region
Thiha,"160, Bo Soon Pat St., Upper Middle Block,",Motion Picture Producers,Pabedan(Pabedan),tel: 01-384232,Yangon Region
Thinkayta,"249/2, 1st Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 01-242495,Yangon Region
Tun Tauk Kyal,"243, 1st Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-5132068,tel: 09-73200125",Yangon Region
Maung Maung [U],"250, Bayint Naung Rd., Ward (10),",Motorcycle Accessories & Parts,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-421076413,Yangon Region
Maung Maung Myint,"394/A, Sin Phyu Shin St., Ward (11),",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-422511029,Yangon Region
Hello! Swel Taw Mini Mart,"589~590, Bogyoke Aung San St., Ward (5),",Mini Markets,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-421179922,tel: 09-73203905,tel: 09-8616739",Yangon Region
Mar Ga,"3, 100 Houses 1st St., Pa-La-Ya Ward,",Motorcycle Accessories & Parts,Mingalardon(Mingalardon),tel: 09-31533985,Yangon Region
185,"185, Baho Rd., Ward (1),",Mini Markets,Kamayut(Kamayut),tel: 09-73155532,Yangon Region
Maung Maung Soe & Brothers,"13 Shed, Rm 1/2, Thazin St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),"tel: 01-644022 Ext.222,tel: 01-655060,tel: 01-647860,tel: 09-5174683",Yangon Region
Latt [Ko],"Bldg 68, Rm 001, Myat Lay St., Kyan Sit Thar Housing,",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-420218743,tel: 09-73129247",Yangon Region
Latt Latt Win [Daw],"188/A, Nawaday St., Ward (5),",Motorcycle Accessories & Parts,Mayangone(Mayangone),tel: 09-8619585,Yangon Region
Lamin,"21, Bayint Naung St., Site Hmway (1), Lay Daunt Kan Ward,",Motorcycle Accessories & Parts,South Dagon(South Dagon),tel: 09-794604140,Yangon Region
Miba Myittar,"11/B, Bawga Theiddi St., Ward (2),",Motorcycle Accessories & Parts,Mayangone(Mayangone),tel: 09-43144734,Yangon Region
Ta Tha Tha,"311, Bogyoke Aung San Rd.,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-49314498,tel: 09-259707972",Yangon Region
Lucky 7,"13 Shed, Rm 11, Thazin St., Nanthargone Bicycle & Sparepart Dealers Compound,",Motorcycle Accessories & Parts,Insein(Insein),tel: 01-647326,Yangon Region
The Eye Movies Production,"220, 1st Flr, 36th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),tel: 01-383399,Yangon Region
AD Mini Mark,"113, Bogyoke Aung San Rd., Near Kaung Thone Lone Bus Stop, Ward (5),",Mini Markets,Shwe Pyi Thar(Shwe Pyi Thar),"tel: 09-5147476,tel: 09-972892818",Yangon Region
Acme,"83, Barani St., Ward (12),",Mini Markets,South Okkalapa (South Okkalapa ),tel: 09-253698844,Yangon Region
7 Mart,"Bldg 3, Rm 1, Than Thu Mar Rd., Corner of Baw Zin St.,Thuwana/24 Ward,",Mini Markets,Thingangyun(Thingangyun),tel: 01-2333749,Yangon Region
7 Mart,"296/A/11, Ayeyar Wun Rd., Near Kyauk Taing Bus Stop, Set Hmu Let Hmu Ward,",Mini Markets,Thaketa(Thaketa),"tel: 01-450358,tel: 09-421134502",Yangon Region
Ah Lin Yaung,"1168, Maha Bandoola Rd., Ward (37),",Mini Markets,North Dagon(North Dagon),"tel: 09-260773448,tel: 01-580565",Yangon Region
24/7,"857, Than Thu Mar Rd., Ward (10),",Mini Markets,South Okkalapa (South Okkalapa ),tel: 09-794299160,Yangon Region
Ah Lin Yaung,"1007, Rm 9, Thudhamar Rd., MCWA Compound, Ward (2),",Mini Markets,North Okkalapa (North Okkalapa ),"tel: 01-667174,tel: 09-5095812",Yangon Region
24,"39, Min Gyi Rd., Taung Thu Gone Ward,",Mini Markets,Insein(Insein),tel: 09-250432840,Yangon Region
Shwe Taung,"232, 1st Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-378250,tel: 01-378681",Yangon Region
a & p,"474, Maung Makan Kan Thar Rd., Ward (20),",Mini Markets,South Dagon(South Dagon),"tel: 09-260794449,tel: 09-73040843",Yangon Region
Shwe Sin Oo,"247/249, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-252147,tel: 01-249670,tel: 09-5160456,tel: 09-5031327",Yangon Region
Snow White,"253, 1st Flr, 35th St.,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 01-255784,tel: 01-389200",Yangon Region
Myat Moe San,"4, Bagan Rd., Shwe Paukkan Ward (21),",Motorcycle Accessories & Parts,North Okkalapa (North Okkalapa ),tel: 09-73010696,Yangon Region
7 Eleven,"1079, Bagan St., Ward (55),",Mini Markets,South Dagon(South Dagon),"tel: 09-5039276,tel: 09-421123384",Yangon Region
Miba Kyae Zue,"646/A,Bo Aung Kyaw St.,Ward (14)",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-450029548,Yangon Region
Myint Myint Yin [Daw],"47, Chan Thar Pyae Sone St., Ward (5),",Motorcycle Accessories & Parts,Mayangone(Mayangone),"tel: 01-662624,tel: 09-785439288",Yangon Region
Shwe Pin Sint,"251, 1st Flr, 35th St., Upper Block,",Motion Picture Producers,Kyauktada(Kyauktada),"tel: 09-5044637,tel: 09-73056344,tel: 09-43033288",Yangon Region
Myint Moh,"Rm 28, Kyun Shwe Wah St., B.E.H.S (4) Shop Room, Lay Daunt Kan Ward,",Motorcycle Accessories & Parts,Mingalardon(Mingalardon),"tel: 09-420768320,tel: 09-49727152",Yangon Region
Myint Moh,"437, Kyun Shwe Wah St., Shwe Nant Thar San Pya Village, Shwe Nant Thar Village Track,",Motorcycle Accessories & Parts,Mingalardon(Mingalardon),"tel: 09-401603687,tel: 09-450036939",Yangon Region
Moe Thauk Kyal,"924,Hlaw Gar Rd.,Ward (104)",Motorcycle Accessories & Parts,South Dagon(South Dagon),"tel: 09-448050429,tel: 09-8627316",Yangon Region
Mon Gyi [Ko],"316/A, U Pu Nya St., Ward (8),",Motorcycle Accessories & Parts,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-450507072,Yangon Region
AVS,"76/80, Banyar Dala Rd.,",Mini Markets,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-964964998,tel: 09-253566968,tel: 09-979734398",Yangon Region
Beauty World,"517, Arthawaddy St., Ward (2),",Mini Markets,North Okkalapa (North Okkalapa ),"tel: 09-425012522,tel: 09-43187850,tel: 09-5149718",Yangon Region
Min Thar Gyi,"7/11, Aung Tha Pyay St., Corner of Ayeyar Wun Rd.,Ward (7-East),",Motorcycle Accessories & Parts,Thaketa(Thaketa),"tel: 09-421099088,tel: 09-421164172",Yangon Region
ATT,"93, Baho Rd., Than Tadar Ward,",Mini Markets,Sanchaung(Sanchaung),tel: 09-790156877,Yangon Region
Aung,"581, May Darwi Rd., Near Yadanar Theingi Market, Za Myin Zwel Ward,",Mini Markets,North Okkalapa (North Okkalapa ),"tel: 01-704445,tel: 01-9699161",Yangon Region
Apple White,"Bldg 1, Rm 2, Than Thu Mar Rd., Zizawa Garden Housing,",Mini Markets,South Okkalapa (South Okkalapa ),tel: 09-250910562,Yangon Region
Akarit,"812, Than Thu Mar Rd., Ward (13),",Mini Markets,South Okkalapa (South Okkalapa ),"tel: 09-2339400,tel: 09-43207280",Yangon Region
Ahmhattaya,"308/B, Thu Mingalar Rd., Ward (7),",Mini Markets,South Okkalapa (South Okkalapa ),"tel: 01-578610,tel: 09-43176339",Yangon Region
August,"2, Rm 1/C, Moe Kaung Rd., Corner of Pyi Tharyar St.,Ward (16),",Mini Markets,Yankin(Yankin),tel: 09-5036182,Yangon Region
Nine Latt Yar,"Pearl St., Near Tadar Lay Bus Stop, Ward (5),",Motorcycle Accessories & Parts,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-420067153,Yangon Region
Nyi Nyi Thway,"B/6, Thazin Lane (1), Hlaing Yadanar Housing,",Motorcycle Accessories & Parts,Hlaing(Hlaing),"tel: 01-519695,tel: 01-519721,tel: 01-521025",Yangon Region
