state,township,category,name,contact,street
Yangon Region,Thingangyun(Thingangyun),Gas Cookers & Accessories,Sun Shine,"tel: 09-31430696,tel: 09-263728186","Rm 16, Than Thu Mar Rd., Mee Done Bus Stop, Thuwana/25 Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,"Nantong Great One Myanmar Co.,Ltd.","tel: 09-5161112,tel: 09-31851085","70, Twin Thin Tike Wun U Tun Nyo St., Industrial Zone (2),"
Yangon Region,South Dagon(South Dagon),Garment Industries,"Newest Garment Mfg Co.,Ltd.","tel: 01-590531,tel: 01-591093,tel: 01-2348128","424, Mandalay St., Industrial Zone (1),"
Yangon Region,Thaketa(Thaketa),Garment Industries,Naung Naung Aung [U],"tel: 09-5001264,tel: 09-785035916","175, Anawmar 4th St., Ah Naw Mar Ward (1),"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Garment Industries,"Nan Myint Aung Garment Co.,Ltd.",tel: 09-5096972,"9/124, Yan Pyo Aye Min Kyaung St., Near Yan Pyo Aye Min Monastery, Bone Shay Gone Village,"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Garment Industries,Nanda Sann [Daw],"tel: 01-610399,tel: 09-43073702","16/288, Nwe Thargi St., Ward (2),"
Yangon Region,Insein(Insein),Garment Industries,"Nantong Great One Myanmar Co.,Ltd.","tel: 09-5161112,tel: 09-31851089","362, Lower Mingalardon Rd., Ywar Ma (East) Ward,"
Yangon Region,Mayangone(Mayangone),Garment Industries,Needle Art,tel: 01-651943,"23, Daw Hla Khin St., Ward (2),"
Yangon Region,North Okkalapa (North Okkalapa ),Garment Industries,"Native Victor Industries Co.,Ltd.","tel: 01-9691918,tel: 09-787127445","133/A, Amara St., Industrial Zone,"
Yangon Region,Mayangone(Mayangone),Game Centres,P2Z,tel: 09-254263640,"18, Daw Hla Khin St., Ward (2),"
Yangon Region,Insein(Insein),Game Centres,Padaethar Internet Café,"tel: 01-647847,tel: 09-976978498","12/A, Lower Mingalardon Rd., Corner of Thiri St.,Phawh Kan Ward,"
Yangon Region,East Dagon(East Dagon),Game Centres,Pann Hnin Si,tel: 09-73119682,"351, Ayeyarwaddy St., Ward (11),"
Yangon Region,North Dagon(North Dagon),Game Centres,P-2 Home,tel: 09-793249469,"1469, Bayint Naung Rd., Ward (49),"
Yangon Region,North Dagon(North Dagon),Game Centres,"P2, P3","tel: 09-49777227,tel: 09-259771597","712, Bayint Naung Rd., Ward (30),"
Yangon Region,South Okkalapa (South Okkalapa ),Garment Industries,Nyo Tun [Daw],tel: 09-428017091,"34, Hnin Si St., Ward (14/1),"
Yangon Region,North Dagon(North Dagon),Gas Cookers & Accessories,Sun Life,tel: 09-73113522,"918,Bayint Naung Rd.,Ward (50)"
Yangon Region,Insein(Insein),Garment Industries,N 4,tel: 09-73241902,"511/D, Shwe Kyee St., Sint Ngu Ward,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Game Centres,Osaki,tel: 01-399447,"96, 91th St., Kan Daw Kalay (East) Ward,"
Yangon Region,East Dagon(East Dagon),Garment Industries,Native Victor,tel: 09-795666091,"77, Yaw Ah Twin Wun U Phoe Hlaing St., Industrial Zone,"
Yangon Region,Mayangone(Mayangone),Game Centres,Onstar King,tel: 09-421015525,"Bldg 6, Rm 004, G Flr, Kyaik Waing Pagoda Rd., Myaing Hay Wun Housing,"
Yangon Region,North Okkalapa (North Okkalapa ),Garment Industries,"Nine Two Nine Co.,Ltd.","tel: 01-695636,tel: 09-73225088","361,Bo Tayza St.,Shwe Pauk Kan Industrial Zone"
Yangon Region,Hlaing(Hlaing),Garment Industries,Nyi Yè  [U],tel: 09-261274188,"53, Thiri Myaing 2nd St., Ward (13),"
Yangon Region,Mayangone(Mayangone),Garment Industries,Nice Garment,"tel: 09-5150394,tel: 09-73021700","112, Shwe Hnin Si Kan St., Ward (5),"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Garment Industries,Nice Fashion Garment Int'l Ltd.,"tel: 01-612571,tel: 01-610526","304/B, No.(4) Main Rd., Industrial Zone (1),"
Yangon Region,Kamayut(Kamayut),Garment Industries,Nice Garment,"tel: 09-5150394,tel: 01-500561,tel: 09-73021700","Bldg 4, Rm 004, Aung Myay Thar Si St., Aung Myaytharsi Housing (East),"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Game Centres,Phoo Phoo Kyaw,"tel: 09-73117327,tel: 09-256490721","Bldg 16,Rm 004,2nd St.,Yuzana Garden City Housing, A Block"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Game Centres,Phonenix,tel: 09-421118299,"860/A, Thu Mingalar St., Ward (19),"
Yangon Region,Hlaing(Hlaing),Garment Industries,Ngu Wah Hlaing [Ma],tel: 09-254308416,"14/A, Yadanar St., Corner of Thiri Myaing 3rd St., Ward (13),"
Yangon Region,Mingalardon(Mingalardon),Garment Industries,Novel King,"tel: 09-420254308,tel: 09-420220769","1, Baho St., Mya Thida Ward,"
Yangon Region,Insein(Insein),Game Centres,Oscar,"tel: 01-641904,tel: 09-5409248,tel: 09-5409251","39, Bayint Naung Rd., Pauk Taw Ward,"
Yangon Region,Mingalardon(Mingalardon),Garment Industries,"NJC Int'l Co.,Ltd.","tel: 09-421125643,tel: 09-790139915","17, 4th St., Yangon Industrial Zone,"
Yangon Region,South Okkalapa (South Okkalapa ),Garment Industries,Nine Star Garment,"tel: 09-5150314,tel: 09-5189044,tel: 09-5031162","Rm E/4~6, Parami Rd., Corner of Than Thu Mar Rd., Near MMCWA Shop House, Ward (15),"
Yangon Region,Yankin(Yankin),Game Centres,Peace,tel: 09-43020771,"9/A, Moe Kaung Pagoda St., Ward (14),"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Game Centres,Perfect,tel: 09-782602385,"1219, Ngwe Zin Yaw St., Ward (88),"
Yangon Region,Lanmadaw(Lanmadaw),Game Centres,Perfect,"tel: 09-5070775,tel: 09-250050021","27, 7th St.,"
Yangon Region,East Dagon(East Dagon),Game Centres,Paw Oo,"tel: 09-254318144,tel: 09-795583083","83/B, Yadanar Thiri St., Ward (7),"
Yangon Region,Mingalardon(Mingalardon),Game Centres,Pearl,tel: 09-420769188,"Rm 20, No.(3) Main Rd., U.S.D.A Shop Room, Pearl Myoe Thit Ward (1),"
Yangon Region,Insein(Insein),Gas Cookers & Accessories,Standard,"tel: 09-73059204,tel: 09-786700730","262, Thiri Mingalar Rd., Ywar Ma (East) Ward,"
Yangon Region,Thingangyun(Thingangyun),Game Centres,Pauk [Ko],tel: 01-562477,"41/6,Min Din St.,Thuwana/29 Ward"
Yangon Region,Ahlone(Ahlone),Gas Cookers & Accessories,Su Myat,"tel: 01-212699,tel: 01-225931,tel: 09-73203453,tel: 09-73397779","183/185, Rm 4/5/6, Strand Rd., Infront Of Fire Station, Thit Taw Ward,"
Yangon Region,Bahan(Bahan),Game Centres,Phay Thein [U],"tel: 09-8623701,tel: 09-250641478","77, Thu Khu Ma St., Saya San (North-East) Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Aluminium Frames & Furnitures,Khit Sann,"tel: 09-450004079,tel: 09-73103322,tel: 09-250056520","128/129/A, Anawrahta Rd., Ward (11),"
Yangon Region,Insein(Insein),Game Centres,Paragon,"tel: 09-5028217,tel: 01-643686,tel: 01-647413","27/H,Min Gyi St.,Ywar Ma (East) Ward"
Yangon,Insein(Insein),Gas Cookers & Accessories,Solar,tel: 09-5177942,"Rm 20,Lower Mingalardon Rd.,B.E.H.S (3) Shop Room,Aung San Ward"
Yangon Region,Insein(Insein),Aluminium Frames & Furnitures,Kaung Myat,"tel: 01-641972,tel: 09-250568788,tel: 09-250045117","1031/B, Pyay Rd., Saw Bwar Gyi Gone Ward,"
Yangon Region,Sanchaung(Sanchaung),Game Centres,Planet A,"tel: 09-5143054,tel: 09-785143054,tel: 09-250317323","13, San Chaung St., Sanchaung (North) Ward,"
Yangon Region,Mayangone(Mayangone),Game Centres,Pioneer,"tel: 09-421082292,tel: 09-799727495","72, Tapin Shwe Htee St., Corner of Bogyoke St.,Ward (1),"
Yangon Region,Hlaing(Hlaing),Game Centres,Player Zone,tel: 09-250154614,"3, Pan Chan Kyaung St., Ward (13),"
Yangon Region,South Okkalapa (South Okkalapa ),Game Centres,Pioneer,"tel: 09-792566980,tel: 09-262853240","1164, Yathawaddy St., Ward (13),"
Yangon Region,Tarmwe(Tarmwe),Aluminium Frames & Furnitures,Khaing Shwe Wah,"tel: 01-376228,tel: 09-5051481,tel: 09-5073198,tel: 09-965051481","Bldg A/2, Rm 003, Banyar Dala Rd., Yuzana Mingalar City Housing,"
Yangon Region,Bahan(Bahan),Game Centres,Phyu Thin,"tel: 01-709715,tel: 09-5175953","23, Myoe Patt (West) St., Saya San (South) Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,Pack Chan Industrial Ltd.,tel: 09-456235021,"92/14, Than Lwin St., Shwe Than Lwin Industrial Zone,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,"Oumi Fashion [Myanmar] Co.,Ltd.",tel: 09-453040498,"68/B, De Pe` Yinn Wun Htauk U Mye` St., Industrial Zone (4),"
Yangon Region,Latha(Latha),Gas Cookers & Accessories,Su Myat,"tel: 01-384711,tel: 09-73203453,tel: 01-225866,tel: 01-225931,tel: 01-212340,tel: 01-212699","69, Sint Oh Dan St., Lower Block,"
Yangon Region,Thingangyun(Thingangyun),Game Centres,Phyu [Daw],tel: 09-795807881,"333, Thakhin Phoe Hla Gyi St., Sanpya Ward,"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Game Centres,Phyo,"tel: 09-784010210,tel: 09-794949032","Bldg 26, Rm 003, 9th St., Yuzana Garden City Housing, B Block,"
Yangon Region,North Dagon(North Dagon),Gas Cookers & Accessories,Thiha,tel: 09-73182726,"Rm 19, Pin Lon Rd., YCDC Shop Room, Ward (33),"
Yangon Region,Kamayut(Kamayut),Aluminium Frames & Furnitures,Khant Nyar,"tel: 01-502708,tel: 09-73147621,tel: 09-421026044","74, Yangon-Insein Rd., Ward (2),"
Yangon Region,Hlaing(Hlaing),Gas Cookers & Accessories,Thein Zaw [Ko],"tel: 09-254723130,tel: 09-793386523","289, Aung Myittar 6th St., Ward (1),"
Yangon Region,Kamayut(Kamayut),Export & Import Companies,"Blank & Ventch International Co.,Ltd.",tel: 01-2304405,"Rm 604, 6th Flr, Hledan Centre,"
Yangon Region,Tarmwe(Tarmwe),Aluminium Frames & Furnitures,Lion Aluminium & Glass Centre,"tel: 01-554317,tel: 01-8604266","24/26/A, West Race Course Rd., Tarmway Gyee (Kha) Ward,"
Yangon Region,Bahan(Bahan),Interior Decoration Materials & Services,"Linpo Co.,Ltd.","tel: 01-545883,tel: 01-543816,tel: 09-43033345,tel: 09-5014912,tel: 09-73054628","17/A, Kaba Aye Pagoda Rd., Shwe Taung Gyar Ward (2),"
Yangon Region,Mayangone(Mayangone),Aluminium Frames & Furnitures,Lin Latt Tun,"tel: 09-49329376,tel: 09-254510187,tel: 09-795893956","981, Kaba Aye Pagoda Rd., Ward (8),"
Yangon Region,Tarmwe(Tarmwe),Aluminium Frames & Furnitures,Kyi Thar,"tel: 01-540695,tel: 09-420072377,tel: 09-5097471","6/B, East Race Course Rd., Tarmway Gyee (Kha) Ward,"
Yangon,Hlaing Thar Yar(Hlaing Thar Yar),Aluminium Frames & Furnitures,Lawkanat,,"Bldg Rm B/84/B,Rm 1,Kyan Sit Thar St.,Nawaday Shop House"
Yangon Region,South Okkalapa (South Okkalapa ),Game Centres,Phyu Kyi [Daw],tel: 09-250219147,"1127, Yarza Thura 15th St., Ward (7),"
Yangon Region,Mayangone(Mayangone),Aluminium Frames & Furnitures,La Wun Eain,tel: 09-420220141,"Tapin Shwe Htee St., Corner of Nawaday 2nd St., Ward (1),"
Yangon,North Okkalapa (North Okkalapa ),Aluminium Frames & Furnitures,Kyi Lwin [U] & Sons,tel: 09-258741984,"37,Khay Mar Thi Rd.,Sa Lein Ward"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Gas Cookers & Accessories,Than Htut Win,"tel: 09-448053353,tel: 09-263297882","127, Tapin Shwe Htee St., Ward (3),"
Yangon Region,Mayangone(Mayangone),Aluminium Frames & Furnitures,Lin Yadanar Oo,"tel: 09-425309318,tel: 09-423742652,tel: 09-263376572","3, Yangon-Insein Rd., Ward (3),"
Yangon Region,North Dagon(North Dagon),Gas Cookers & Accessories,Theiddi San,"tel: 09-978749614,tel: 09-250794715,tel: 09-43052598,tel: 09-448051635","329, Bo Hmu Ba Htoo Rd., Ward (48),"
Yangon Region,Mayangone(Mayangone),Aluminium Frames & Furnitures,Khant Zaw,"tel: 09-5064511,tel: 09-73191694","Rm 5, Gandamar St., Gandamar Playground, Ward (8),"
Yangon Region,Kyauktada(Kyauktada),Export & Import Companies,Landmark Enterprise Ltd.,"tel: 01-252974,tel: 01-245338~9,tel: 01-242503,tel: 01-376836~7","67, 2nd Flr, Sule Pagoda Rd., Lower Middle Block,"
Yangon Region,North Okkalapa (North Okkalapa ),Gas Cookers & Accessories,Taw Win,"tel: 09-262553398,tel: 09-976037994","678, Bonmar St., Corner of Bonmar 3rd St.,Za Myin Zwel Ward,"
Yangon Region,North Okkalapa (North Okkalapa ),Gas Cookers & Accessories,Thamardi,tel: 09-73064651,"331, Thudhamar Rd., Infront Of Ga Gyi Market, Nga Ward,"
Yangon Region,North Okkalapa (North Okkalapa ),Gas Cookers & Accessories,Swan Inn,tel: 09-252585495,"Rm 5, Thu Nandar Rd., Corner of Khay Mar Thi Rd.,Gate Haung Curve, Ta Ta Lin Cheik Ward,"
Yangon Region,Tarmwe(Tarmwe),Hydraulic Equipment & Oil,Aung Chan Myae,"tel: 01-546391,tel: 01-542323","309, Kyaikkasan Rd., Tarmway Gyee (Ka/Ga-Nge) Ward,"
Yangon Region,South Dagon(South Dagon),Car Engine Repair,Ban Sein [U],"tel: 09-5186924,tel: 09-73137579","C/158, Heindar St., Industrial Zone (3),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Gas Cookers & Accessories,Swan Htet,tel: 09-428144382,"Aung Thar Yar St., Yoe Lay Ward,"
Yangon Region,Dawbon(Dawbon),Hydraulic Equipment & Oil,Ah Mon,"tel: 01-557188,tel: 09-73236788,tel: 09-250353575","304, Ywar Ma St., Yamonnar Ward (2),"
Yangon Region,Thingangyun(Thingangyun),Car Engine Oil & Lubricants,AAA [Kan Taw Mon],"tel: 09-73035584,tel: 09-5104488","3/H, Lay Daunt Kan Rd., Kan Taw Mon Housing,"
Pyigyi Tagon,,,Ko Lay,"tel: 09-401643291,tel: 09-797543787","64 St., Corner of Yaw Min Gyi St., Industrial Zone(1),"
Yangon Region,Mayangone(Mayangone),Car Spare Parts & Accessories,Ah Lin Thit [Ko Kyi Win & Brothers ],"tel: 09-5183220,tel: 09-73242772,tel: 01-683088 Ext.393","5 Shed, Rm 25/46/47/48/49, Bayint Naung Market,"
Thingangyun,,,"Simcrane Co., Ltd.","tel: 09-775554481,tel: 09-775554482,tel: 09-775554483","19, G Flr, Than Thu Mar Rd.,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,Otter,tel: 09-425289852,"1305, Thiri Zeya St., Ward (5),"
Yangon Region,Mingalardon(Mingalardon),Machinery & Spare Parts Dealers,Aung Chan Thar,"tel: 09-400003913,tel: 09-5006454","Ma Shed, Rm 17, Tanintharyi St., Aung Mingalar High-Way Bus Terminal,"
Yangon Region,Tarmwe(Tarmwe),Aluminium Frames & Furnitures,Kyaw Myanmar,"tel: 09-5063726,tel: 09-31022398","Rm A/28/27, Kyaikkasan Rd., Army Recruit Compound,"
Yangon Region,Mingalardon(Mingalardon),Gas Cookers & Accessories,Tun Soe,"tel: 09-448051635,tel: 09-73023517,tel: 09-795865206","3, Padamyar St., Padamyar Myoe Thit,"
Yangon Region,Thingangyun(Thingangyun),Gas Cookers & Accessories,U.S.A,"tel: 09-5114967,tel: 09-49258027","Rm 3, Than Thu Mar Rd., B.E.H.S Shop Room, Thuwana/25 Ward,"
Yangon Region,Mingalardon(Mingalardon),Gas Cookers & Accessories,Tun Soe,"tel: 09-448051635,tel: 09-73023517","Padamyar St., Padamyar Myoe Thit,"
Yangon Region,Ahlone(Ahlone),Gas Cookers & Accessories,Tun,"tel: 09-8572719,tel: 09-5177072","87, Htar Nar St., Htar Nar Ward,"
Yangon Region,Thingangyun(Thingangyun),Gas Cookers & Accessories,U.S.A,"tel: 09-5114967,tel: 09-455114967,tel: 09-5147072,tel: 09-965114967,tel: 09-5147056","121, Khun Ni St., Thuwana/29 Ward,"
Yangon Region,Ahlone(Ahlone),Gas Cookers & Accessories,Tower,"tel: 09-43107075,tel: 09-73071876,tel: 09-254777533,tel: 09-254777544,tel: 09-254777522,tel: 01-2317378","97, Sin Min St., Saw Yan Paing (North) Ward,"
Yangon Region,North Dagon(North Dagon),Gas Cookers & Accessories,Top,"tel: 09-73063139,tel: 09-5112739,tel: 09-31557678","1065, Pyi Htaung Su Rd., Ward (38),"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Garment Industries,Oscar,"tel: 09-5030922,tel: 09-420066216,tel: 01-612609","297, Set Hmu 6th St., Industrial Zone (1),"
Yangon Region,Sanchaung(Sanchaung),Garment Industries,Oriental Garment,"tel: 09-5150799,tel: 09-30302858","19/B, Tha Yet Taw St., Linn Loon (North) Ward,"
Yangon Region,North Dagon(North Dagon),Gas Cookers & Accessories,Thitsar,"tel: 09-420084390,tel: 09-73073708","331, Maha Bandoola Rd., Ward (47),"
Yangon Region,North Okkalapa (North Okkalapa ),Gas Cookers & Accessories,Thitsar Mandaing,"tel: 09-31907909,tel: 09-5186583","849, Thudhamar Rd., Ta Ta Lin Cheik Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Gas Cookers & Accessories,Thitsar,"tel: 09-43187367,tel: 09-73160537,tel: 09-259262407","U Pu Nya St.,Corner of Padaythar 7th St.,Ward (8)"
Yangon Region,Dawbon(Dawbon),Gas Cookers & Accessories,Thamardi,tel: 09-250461668,"Thida Nwe St.,Nwe Aye Ward"
Yangon Region,Hlaing(Hlaing),Hydraulic Equipment & Oil,Phet Tee [Brothers] [2],"tel: 09-5074678,tel: 09-73086538,tel: 09-250069038","53, Parami Rd., Ward (16),"
Yangon Region,Yankin(Yankin),Hydraulic Equipment & Oil,Sein Thone Lone,tel: 09-250128306,"347/A, Thitsar Rd., Ward (12),"
Yangon Region,Mayangone(Mayangone),Hydraulic Equipment & Oil,New Star R & M,"tel: 01-528865,tel: 01-682714,tel: 09-792666630","Kha/34 Shed, Rm 6, Bayint Naung Market,"
Yangon Region,South Dagon(South Dagon),Hydraulic Equipment & Oil,Maung Myint [U] [Family],"tel: 09-73095068,tel: 09-5123521,tel: 09-73176253","20/21, Set Hmu Zone Pat St., Industrial Zone(2),"
Yangon Region,Mayangone(Mayangone),Hydraulic Equipment & Oil,Maung Maung [Ko] & Brothers,tel: 09-420296063,"Kha/19 Shed, Rm 2, Bayint Naung Market,"
Yangon Region,South Dagon(South Dagon),Hydraulic Equipment & Oil,Loon Shwe [U],"tel: 09-250018294,tel: 09-440076544","C/259, Kyauk Pahtoe 12th St., Industrial Zone (3),"
Yangon Region,South Dagon(South Dagon),Hydraulic Equipment & Oil,Jiva Hydraulic & Engineering Work,"tel: 09-420055234,tel: 09-966067166","111, Heindar St., Ward (64),"
Yangon Region,South Dagon(South Dagon),Garment Industries,One Flower,"tel: 01-9000113,tel: 09-5167702,tel: 09-448000612,tel: 01-594217,tel: 09-9743049","332/333, Kandaw Mon St., Industrial Zone (2),"
Yangon Region,Latha(Latha),Gas Cookers & Accessories,Yaung Chi Oo,"tel: 01-381417,tel: 09-73152893,tel: 01-378210,tel: 09-5007922,tel: 09-5064778","92, Bo Ywe St., Upper Block,"
Yangon Region,South Okkalapa (South Okkalapa ),Gas Cookers & Accessories,Yadanar Moe,"tel: 09-73000559,tel: 09-250503919,tel: 09-5102481","Rm A/8, Dhama Yarzar St., Arr Kar Shop Room, Ward (10),"
Yangon Region,South Dagon(South Dagon),Hydraulic Equipment & Oil,"JN & YZ Engineering Co.,Ltd.","tel: 09-785151025,tel: 09-420055234,tel: 09-32220977","1, Chin Dwin St., Industrial Zone (2),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,Ongoing Bliss [Myanmar] Ltd.,tel: 01-685056,"116, Wet Ma Soot Wun Htauk St., Industrial Zone (4),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Garment Industries,"Orange Garment Co.,Ltd.","tel: 01-685913,tel: 01-684540","182, Makhayar Min Thar Gyi Mg Pyoe St., Industrial Zone (2),"
Yangon Region,Thingangyun(Thingangyun),Gas Cookers & Accessories,Yadanar Lwin,"tel: 09-73500547,tel: 09-262259786","59, Loot Latt Yay St., (Ga-Gyi) Ward,"
Yangon Region,Tarmwe(Tarmwe),Gas Cookers & Accessories,Win,tel: 09-73115890,"16, 164th St., Tarmway Gyee (Kha) Ward,"
Yangon Region,Thaketa(Thaketa),Aluminium Frames & Furnitures,Master Glass,tel: 09-43179577,"Rm 5,Ayeyar Wun Rd.,Si Pin Shop Room,Ward (7-East)"
Yangon Region,Bahan(Bahan),Gas Cookers & Accessories,Yadanar Lwin,"tel: 09-73023709,tel: 09-5109633","172, U Chit Maung Rd., Saya San (North-East) Ward,"
Yangon Region,Thaketa(Thaketa),Aluminium Frames & Furnitures,Mahar,"tel: 09-73071018,tel: 09-73071019","Rm D/14, Myin Taw Thar Rd., Construction Shop Room, Ward (5),"
Yangon Region,North Okkalapa (North Okkalapa ),Aluminium Frames & Furnitures,Master,"tel: 09-420055995,tel: 09-5120818,tel: 09-420055997,tel: 09-8618890,tel: 09-31439545","318, Thudhamar Rd., Hta Wun Bae Ward,"
Yangon Region,North Okkalapa (North Okkalapa ),Gas Cookers & Accessories,Win Naing [U],tel: 09-423742869,"53, May Darwi Rd., Za Gwel Ward,"
Yangon Region,Kamayut(Kamayut),Gas Cookers & Accessories,Win Star,"tel: 09-31189979,tel: 09-5187863,tel: 09-73060874","Bldg 10, Rm 002, Kun Chan 5th St., Hanthar Yeik Mon Housing,"
Yangon Region,Insein(Insein),Interior Decoration Materials & Services,Lucky Shine,"tel: 01-646589,tel: 09-5408139,tel: 09-73179157,tel: 09-972757775","94 Shed, Rm 1, Pearl St., Sawbwargyi Gone Warehouses,"
Yangon Region,Tarmwe,,"Asia Aluminium & Glass Co., Ltd.","tel:09969728181,tel:09969728182","6/A, Dhama Darna St., Nat Chaung Condo, Nat Chaung Ward"
Yangon Region,Insein(Insein),Aluminium Frames & Furnitures,Lucky Shine,"tel: 01-642650,tel: 09-5408139,tel: 09-73179157,tel: 09-73162611,tel: 09-425028228","109 Shed, Rm 12, Pearl St., Sawbwargyi Gone Warehouses,"
Yangon Region,Thingangyun(Thingangyun),Aluminium Frames & Furnitures,Lote Thar,"tel: 01-569786,tel: 09-401601061","154, Aung Mingalar St., (Kha) Ward,"
Yangon Region,Kyauktada(Kyauktada),Aluminium Frames & Furnitures,Lucky Gold,"tel: 09-5025826,tel: 09-5106570","149, 37th St., Upper Middle Block,"
Yangon Region,South Dagon(South Dagon),Hydraulic Equipment & Oil,Sann Thit,"tel: 01-590990,tel: 09-73134131,tel: 09-43080867","C/123, Heindar St., Industrial Zone (3),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Gas Cookers & Accessories,U.S.A,"tel: 09-425295551,tel: 09-773059420","1085, Anawrahta Rd., Ward (20),"
Yangon Region,Thingangyun(Thingangyun),Gas Cookers & Accessories,U.S.A,"tel: 09-5114967,tel: 09-49258027","Rm 3, Than Thu Mar Rd., B.E.H.S Shop Room, Thuwana/25 Ward,"
Yangon Region,Pazundaung(Pazundaung),Gas Cookers & Accessories,Yadanar Lwin,"tel: 09-43108494,tel: 09-788962786","29/37, 54th St., Upper Middle Block,"
Yangon Region,Tarmwe(Tarmwe),Garment Industries,Ohn Ohn Myint [Daw],"tel: 09-254051599,tel: 09-73105439","49, Set Hmu 3rd St., Myittar Nyunt Ward,"
Yangon Region,Tarmwe(Tarmwe),Garment Industries,Olympic Garment,"tel: 09-73097770,tel: 09-450019546,tel: 09-448004317,tel: 09-250589310,tel: 09-972177425","5, U Loon St., Corner of Ah Yoe Gone St., Ma U Gone Ward,"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Hydraulic Equipment & Oil,Kyaw Kyaw Tun,tel: 09-250076853,"90, Pearl St., Ward (12),"
Yangon Region,Kamayut(Kamayut),Aluminium Frames & Furnitures,M.K.K.C,"tel: 09-5416546,tel: 09-31284458,tel: 09-799865296","131/B, Baho Rd., Ward (3),"
