name,street,township,contact,state,Category
The Colors [Nail Art],"13, Rm 3/B, 3rd Flr, Yae Kyaw St.,",Pazundaung, 0973123212,Yangon Region,Beauty
Zoe,"324/B, Maha Bandoola Rd., Ward (47),",North Dagon," 0943119896, 09973838998",Yangon Region,Beauty
Sessy,"North Wing Shed, Rm 18, 1st Flr, Bogyoke Aung San Market,",Pabedan, 01385820,Yangon Region,Health & Medicine
"Charli [Multi Top Belt Mfg Co.,Ltd.]","40, 118th St., Yae Twin Gone Ward,",Mingalar Taung Nyunt," 01205851, 095106594",Yangon Region,Accessories
Baleno,"Rm 6, Bargayar Rd., Padonmar Stadium, Shin Saw Pu Ward,",Sanchaung," 01210116, 01503598",Yangon Region,Accessories
Colourful Monde,"Rm B/89, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,",Dagon, 095089143,Yangon Region,Accessories
Asia Leather [Flyoon],"101/B, Thamaing Butar Yon Rd., Ward (2),",Mayangone," 0973163006, 0949311959",Yangon Region,Accessories
Asia Leather,"226, 30th St., Upper Block,",Pabedan," 09420050101, 09420013666",Yangon Region,Accessories
Y  Tun [U],"168/188, Rm 7, 27th St., Upper Block,",Pabedan," 01384662, 0973097804, 09254182227",Yangon Region,Accessories
Toe Pwar Aung,"988, Thu Mingalar Rd., Ward (4),",South Okkalapa ," 01563193, 095163343",Yangon Region,Accessories
Thar Yin [U],"267/B, Myittar Rd., Ward (10),",South Okkalapa ," 095186802, 01571843, 098613460",Yangon Region,Accessories
Taw Win,"898/B, Myin Taw Thar Rd., Ward (4-North),",Thaketa," 09261598970, 09450848828",Yangon Region,Accessories
Tin Cho Win,"407/411, Bogyoke Aung San Rd.,",Pabedan," 01372845~7, 0973157042",Yangon Region,Accessories
Pyay Taw Thar,"926, Myin Taw Thar Rd., Near MPPE Station, Ward (2-South),",Thaketa, 0973204620,Yangon Region,Accessories
Shwe Thein Brothers,"171,39th St.,Upper Middle Block",Kyauktada," 09975558421, 01256448",Yangon Region,Accessories
Tin Thidar Swe,"1171, Thudhamar Rd., Nga Ward,",North Okkalapa ," 095120339, 09778979209, 019692416",Yangon Region,Accessories
Master,"196, 27th St., Upper Block,",Pabedan," 095134442, 09420119155, 095051793, 01580504 [Res]",Yangon Region,Accessories
"Musa & Brothers Leather Co.,Ltd.","40, Taunggyi St., Industrial Zone (1),",South Dagon," 018619541, 018619542",Yangon Region,Accessories
Beauty,"168/188, Rm 16, 27th St., Upper Block,",Pabedan," 01252965, 095029070",Yangon Region,Accessories
Beauty,"168/188, Rm 16, 27th St., Upper Block,",Pabedan," 01252965, 095029070",Yangon Region,Accessories
Aung Sann [U],"208, 27th St., Upper Block,",Pabedan," 095158057, 01385665, 09450023331, 0973056550",Yangon Region,Accessories
Aung Sann [U],"208, 27th St., Upper Block,",Pabedan," 095158057, 01385665, 09450023331, 0973056550",Yangon Region,Accessories
Khun Toyl,"168/188, Rm 10, 27th St., Upper Block,",Pabedan," 01242250, 01385279, 095407142, 0973053212",Yangon Region,Accessories
Khun Toyl,"168/188, Rm 10, 27th St., Upper Block,",Pabedan," 01242250, 01385279, 095407142, 0973053212",Yangon Region,Accessories
Beauty,"168/188, Rm 16, 27th St., Upper Block,",Pabedan," 01252965, 095029070",Yangon Region,Accessories
Beauty,"168/188, Rm 16, 27th St., Upper Block,",Pabedan," 01252965, 095029070",Yangon Region,Accessories
Aung Sann [U],"208, 27th St., Upper Block,",Pabedan," 095158057, 01385665, 09450023331, 0973056550",Yangon Region,Accessories
Aung Sann [U],"208, 27th St., Upper Block,",Pabedan," 095158057, 01385665, 09450023331, 0973056550",Yangon Region,Accessories
Gandawin,"East B Shed, Rm 665, Bogyoke Aung San Market,",Pabedan," 095135531, 0943055983, 01378558",Yangon Region,Manufacturing
Aung,"48, 1st Flr, Nga Pyaw Taw St., Kyun Taw (North) Ward,",Sanchaung," 09254255160, 09792232815, 09792232830, 09250279169",Yangon Region,Equipment & Supplies
Aung Htike,"F/20, Shwe Sabei 2nd St., FMI City,",Hlaing Thar Yar," 095089279, 095027175",Yangon Region,Equipment & Supplies
Angel,"Bldg A, Rm 153, G Flr, Baho Rd., Muditar Condo,",Mayangone," 09777244799, 09401533442",Yangon Region,Equipment & Supplies
Ah Kaung Sone,"1203, Let We Min Din St., Myittar Nyunt Ward,",Tarmwe," 0930311982, 09798419811",Yangon Region,Equipment & Supplies
Alpha Gold,"27, 50 Houses 2nd St., Pa-La-Ya Ward,",Mingalardon, 09420163594,Yangon Region,Equipment & Supplies
5asec,"131, Rm 5/6, Inya Rd., Ward (10),",Kamayut, 09454550945,Yangon Region,Equipment & Supplies
3 Seasons,"6/A, Hledan 5th St., Ward (3),",Kamayut, 09261779070,Yangon Region,Equipment & Supplies
Ah Kaung Sone,"Kyaikkasan Rd., Corner of Thamadi St.,Near Kyauk Myaung Market, Byine Ywar Ma Ward,",Tarmwe," 0930311982, 09798419811, 0949581766",Yangon Region,Equipment & Supplies
Chi Chi,"10, Hledan 6th St., Ward (3),",Kamayut," 09260906673, 09254880503",Yangon Region,Equipment & Supplies
Bright Unity,"88, 15th St.,",Lanmadaw," 09440253660, 09779828140",Yangon Region,Equipment & Supplies
Aung Pyae Sone,"43, Dhama Seintar St., Kyarr Kwet Thit Ward,",Tarmwe," 09262222679, 09794825829",Yangon Region,Equipment & Supplies
Bwar Taw,"Hta Wun Bae Shed, Rm B/3/1, Aung Mingalar High-Way Bus Terminal,",Mingalardon," 09450536513, 09253658581",Yangon Region,Equipment & Supplies
Aung,"Bldg 5, Rm 004, 9th St., Yuzana Garden City Housing, A Block,",Dagon Seikkan, 09796221082,Yangon Region,Equipment & Supplies
Aung Htike,"Rm A/14, G Flr, Myay Ni Gone Plaza,",Sanchaung," 095051598, 0973079536",Yangon Region,Equipment & Supplies
Aung,"Bldg 32, Rm 002, Sein Ta Chu St., Kyan Sit Thar Housing,",Hlaing Thar Yar, 09421045891,Yangon Region,Equipment & Supplies
Aung Htike,"Rm A/14, G Flr, Myay Ni Gone Plaza,",Sanchaung," 095051598, 0973079536",Yangon Region,Equipment & Supplies
Fuzzy Logic,"24,Pathein Nyunt 8th St.,Pathein Nyunt Ward",Mingalar Taung Nyunt,,Yangon Region,Equipment & Supplies
Friendship,"94, 1st Flr, Baho Rd., Mont Let Saung Gone (South) Ward,",Sanchaung," 09257010048, 09799942609",Yangon Region,Equipment & Supplies
Ethics,"124, Cherry St., Ward (2),",Mayangone, 095099517,Yangon Region,Equipment & Supplies
Everkleen Laundry,"19/2/A, Yaw Min Gyi St., Yaw Min Gyi Ward,",Dagon, 01250219,Yangon Region,Equipment & Supplies
Dhobi Laundry,"Hta Wun Bae Shed, Rm B/2/4, Set Hmu St., Aung Mingalar High-Way Bus Terminal,",Mingalardon," 09770045116, 09770045117",Yangon Region,Equipment & Supplies
Clean,"83, Htar Nar St., Htar Nar Ward,",Ahlone," 09250500658, 09799678933",Yangon Region,Equipment & Supplies
Family,"68, Dhama Wi Ha Ra St., Pathein Nyunt Ward,",Tarmwe, 09458033583,Yangon Region,Equipment & Supplies
Dhobi Laundry,"611, Nga Moe Yeik 3rd St., Nga Moe Yeik Ward,",Thingangyun, 09772692210,Yangon Region,Equipment & Supplies
Family,"403, Saydanar 2nd St., Ward (43),",North Dagon," 09794363690, 09420106264",Yangon Region,Equipment & Supplies
Dhobi Laundry,"83, Bargayar Rd., Corner of Lower Kyee Myin Daing Rd.,Oh Bo Ward,",Kyeemyin Daing," 09770045118, 09770045119",Yangon Region,Equipment & Supplies
Hlaing,"816, Kyaung Kone 3rd St., Ward (7),",Hlaing," 09779603175, 09776125057",Yangon Region,Equipment & Supplies
Hla Yamin,"502, Bo Hmu Ba Htoo Rd., Ward (42),",North Dagon, 09421070041,Yangon Region,Equipment & Supplies
Hill's Cleaning,"Rm 107/108/C, 1st Flr, Shwe Dagon Pagoda Rd., Prime Hill Business Square,",Dagon, 09262128022,Yangon Region,Equipment & Supplies
Gaw Li,"57, Lay Daunt Kan 6th St., Corner of Pyi Daw Aye St., Lay Daunt Kan Ward,",Thingangyun, 09420089335,Yangon Region,Equipment & Supplies
Fuzzy Logic,"5, Pwe Sar Dan St., Nat Chaung Ward,",Tarmwe, 09252362247,Yangon Region,Equipment & Supplies
Happy Sunday,"27, Bogalay Zay St., Lower Block,",Botahtaung," 09792444745, 09262555980",Yangon Region,Equipment & Supplies
Fuzzy Logic,"12, Hledan 6th St., Ward (3),",Kamayut," 09254352312, 09425281682, 09252362247",Yangon Region,Equipment & Supplies
Glory,"23/B, Bawga St., 9 Mile, Ward (5),",Mayangone," 0943021054, 09420308737, 0931920475, 09420211426",Yangon Region,Equipment & Supplies
Fuzzy Logic,"77, Htar Nar St.,",Ahlone, 09254214409,Yangon Region,Equipment & Supplies
Fuzzy Logic,"26, Dhama Wi Ha Ra St., Kyarr Kwet Thit Ward,",Tarmwe," 09254214409, 0931258912, 09254352312",Yangon Region,Equipment & Supplies
Laundry,"25,5th Flr,Bo Sein Hman St.,Bo Sein Hman Ward",Bahan," 09401682282, 0973199801",Yangon Region,Equipment & Supplies
Kyaw,"2/1/4, Min Dhama St., Ward (12),",Hlaing," 0931781942, 09781599186",Yangon Region,Equipment & Supplies
KK,"820, Baydar 2nd St., Ward (8),",East Dagon, 09254723572,Yangon Region,Equipment & Supplies
Kyal Sin,"93, Yeik Thar St., Lay Daunt Kan Ward,",Thingangyun, 09250151630,Yangon Region,Equipment & Supplies
Kaung Htet,"6, Ou Yin St., Ward (10),",Kamayut," 0931566575, 0932249787",Yangon Region,Equipment & Supplies
Kaung Thant,"204/B, Parami Rd., Ward (4),",South Okkalapa , 0949283813,Yangon Region,Equipment & Supplies
Klin,"496, Dhamar Yon St., Ward (10),",Hlaing," 095072186, 09254258971, 09793416073",Yangon Region,Equipment & Supplies
Htay Htay [Daw],"11, Baho Rd., Ward (3),",Kamayut," 09799853793, 09794842620",Yangon Region,Equipment & Supplies
Hua Qiang Wash Factory,"21, Hlay Thin Ah Twin Wun U Chein St., Industrial Zone (2),",Hlaing Thar Yar," 01684675, 01684711",Yangon Region,Equipment & Supplies
Imperial,"63/B, 12th St.,",Lanmadaw," 09795280795, 09799950488",Yangon Region,Equipment & Supplies
Min,"119, 42nd St., Lower Middle Block,",Botahtaung," 09254488633, 09252098121, 09976902856",Yangon Region,Equipment & Supplies
Mr.Clean,"9, Mingalar St., Ward (8),",Kamayut," 0930353781, 0973083748",Yangon Region,Equipment & Supplies
Mother House,"52, Ma U Pin St., Kyun Taw (South) Ward,",Sanchaung, 09262381699,Yangon Region,Equipment & Supplies
Lavender,"Yankin Rd., Corner of Maggin St.,Ward (1),",Yankin," 095410994, 09778080737, 09778080747",Yangon Region,Equipment & Supplies
Metro Dry Cleaning & Laundry,"161/163,Latha St.,Upper Block",Latha, 01250867,Yangon Region,Equipment & Supplies
Laundry House,"20, G Flr, Htee Dan 5th St., Htee Dan Ward,",Kyeemyin Daing, 09781442509,Yangon Region,Equipment & Supplies
Mr.Cleaner,"1370, Kyun Shwe Wah St., Ward (34),",North Dagon," 095047847, 09420070772, 09970761067",Yangon Region,Equipment & Supplies
Min,"1st Flr, May Darwi Rd., Sa Lone Ward,",North Okkalapa ," 09401603098, 0930347901, 0943138820",Yangon Region,Equipment & Supplies
Lin Latt,"25/B, Kyan Khin St., Linn Loon (North) Ward,",Sanchaung," 095029027, 09423722762",Yangon Region,Equipment & Supplies
Mate Swe,"Hta Sin Htoo Shed, Rm 12, Daninn Yoe Chaung Patt St., Aung Mingalar High-Way Bus Terminal,",Mingalardon," 09420259666, 09791950631",Yangon Region,Equipment & Supplies
Mrs.Show,"20, Ariya Maggin St., Ward (14),",Yankin, 09799539163,Yangon Region,Equipment & Supplies
Mrs.Show,"10, 4th Flr, Min St., Sanchaung (South) Ward,",Sanchaung," 096801358, 09799539163",Yangon Region,Equipment & Supplies
Mrs.Show,"11, 140th St., Ma U Gone Ward,",Tarmwe," 095013370, 09254106009",Yangon Region,Equipment & Supplies
Mrs.Show,"111,157th St.,Byine Yay Oh Sin Ward",Tarmwe," 092052310, 096801358",Yangon Region,Equipment & Supplies
Mrs Show,"201/B, Baho Rd., Linn Loon (North) Ward,",Sanchaung, 01503746,Yangon Region,Equipment & Supplies
Mr.Show,"38, 155th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Tarmwe," 096801358, 09799539163",Yangon Region,Equipment & Supplies
Mrs.Show,"10, Khay Mar St., Ward (8),",Kamayut," 01501209, 095185374, 09401641255",Yangon Region,Equipment & Supplies
Mrs.Show,"Baho Rd., Infront Of B.E.H.S (3), Than Tadar Ward,",Sanchaung," 096801358, 09799539763",Yangon Region,Equipment & Supplies
Mr.Show,"5, Ar Thaw Ka St., Kyarr Kwet Thit Ward,",Tarmwe," 096801358, 09799539163",Yangon Region,Equipment & Supplies
Mrs.Show,"176, 2nd Flr, U Chit Maung Rd., Saya San (North-East) Ward,",Bahan, 09790136189,Yangon Region,Equipment & Supplies
Phwe,"7, Butar Yon St., Ward (6),",Hlaing," 0931611426, 09453719124",Yangon Region,Equipment & Supplies
Phway,"10, Min St., Sanchaung (South) Ward,",Sanchaung," 09799858276, 09792512236",Yangon Region,Equipment & Supplies
Phway,"Bldg B/14, 1st Flr, Pyay Rd., Anawrahta Housing,",Kamayut," 01512368, 095141581, 0931611426",Yangon Region,Equipment & Supplies
Phyu Phyu Phwe,"Bldg 20, Rm 001, Cherry Lane., Kyan Sit Thar Housing,",Hlaing Thar Yar, 09250055426,Yangon Region,Equipment & Supplies
Nay Win,"Bldg B/12, Rm 201, 2nd Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Thaketa," 0949269360, 09798108098",Yangon Region,Equipment & Supplies
OK,"Bldg C, Rm 621, 5th Flr, Baho Rd., Muditar Condo,",Mayangone," 09250651086, 0931814994",Yangon Region,Equipment & Supplies
Myint Myint Win [Daw],"1231, Yarza Thin Gyan Rd., Ward (49),",North Dagon, 09250504362,Yangon Region,Equipment & Supplies
Myat Thin Khaing,"Bldg 15, Rm 001, Cherry St., Kyan Sit Thar Housing,",Hlaing Thar Yar," 0931277263, 09790968077",Yangon Region,Equipment & Supplies
Mrs.Show,"67, Byine Yae Oh Zin St., Byine Yay Oh Sin Ward,",Tarmwe," 092052310, 096801358",Yangon Region,Equipment & Supplies
Shine,"Underground,Ocean Super Center",Bahan," 018603869 Ext.108, 0973150084",Yangon Region,Equipment & Supplies
Shan Lay,"22, G Flr, Hledan 6th St., Ward (3),",Kamayut, 09260926008,Yangon Region,Equipment & Supplies
Myanmar Pada Washing Factory,"155/A/B, Mya Taung Wun Gyi U Hmo St., Industrial Zone (2),",Hlaing Thar Yar," 01684879, 01684982, 01685895",Yangon Region,Equipment & Supplies
Seven Star,"Bldg B/3, Rm 303, 3rd Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Thaketa," 09420266959, 09796678738, 0943122479",Yangon Region,Equipment & Supplies
Saw Saw,"83, Baho Rd., Ward (3),",Kamayut," 09782559535, 09261325022",Yangon Region,Equipment & Supplies
Sanchaung,"134,Saya Tun St.,Sanchaung (North) Ward",Sanchaung,,Yangon Region,Equipment & Supplies
Sanda Mon,"50, 1st Flr, Thamaing Butar Yon Rd., Ward (2),",Mayangone," 01522488, 019662975",Yangon Region,Equipment & Supplies
Sanchaung,"102, Baho Rd., Sanchaung (North) Ward,",Sanchaung, 0973207359,Yangon Region,Equipment & Supplies
San,"406, Thamaing Butar Yon 9th St., Ward (1),",Mayangone, 0931289521,Yangon Region,Equipment & Supplies
Seven Star,"Bldg B/8, Rm 003, G Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Thaketa," 09420266959, 09796678738, 0943122479",Yangon Region,Equipment & Supplies
Shine [Factory] [Shine Laundry Ltd.],"111/A, Ngar Htat Kyee Pagoda Rd., Ngarr Htatt Gyee (South) Ward,",Bahan," 01545700, 098612273, 0973150083~4",Yangon Region,Equipment & Supplies
Shine [Botahtaung],"203, Botahtaung Pagoda St., Upper Middle Block,",Pazundaung, 01703229,Yangon Region,Equipment & Supplies
Shine,"City Mart,",Thaketa, 09260810014,Yangon Region,Equipment & Supplies
Shine Laundry,"Rm F-1, 1st Flr, Market Place,",Bahan," 0973150082, 01523840",Yangon Region,Equipment & Supplies
Shine Laundry Ltd.,"2/D, Bayint Naung Rd., City Mart, Ward (27),",North Dagon, 09260810013,Yangon Region,Equipment & Supplies
Shine Laundry Ltd.,"G Flr,City Mart",South Okkalapa , 09260810015,Yangon Region,Equipment & Supplies
Shine [Halpin],"124, Pyi Htaung Su Yeikthar St., Pyay (East) Ward,",Dagon, 0973150085,Yangon Region,Equipment & Supplies
Shine,"Rm G/2, G Flr, City Mart,",Sanchaung, 0973150086,Yangon Region,Equipment & Supplies
Shine,"Bldg N/5, Rm 001, Lay Daunt Kan Rd., Min Ye Kyaw Swar Housing,",Tarmwe," 01708796, 01542805",Yangon Region,Equipment & Supplies
Shine,"A/25, Upper Padaethar Pin St., FMI City,",Hlaing Thar Yar, 0973630541,Yangon Region,Equipment & Supplies
Shine,"Rm 13, G Flr, Marketplace By City Mart,",Hlaing, 09451024193,Yangon Region,Equipment & Supplies
Smart Laundry,"3, Ta Pin Shwe Htee St., Ward (5),",Hlaing Thar Yar," 095166640, 095167618, 09965166640",Yangon Region,Equipment & Supplies
Snow Washing,"4, Innwa St., Shwe Pauk Kan Industrial Zone,",North Okkalapa ," 0973225220, 0973239042",Yangon Region,Equipment & Supplies
Shwe Yee Win,"126/128, 3rd Flr, 21st St., Upper Block,",Latha, 09782892587,Yangon Region,Equipment & Supplies
Shwe Thant,"275, Wai Pon La 6th St., Ga Gyi Ward,",North Okkalapa ," 09796209619, 0932163038",Yangon Region,Equipment & Supplies
Shine [Thuwunna],"139/2, Than Thu Mar Rd., Thuwunna, Thuwana/23 (Su Paung) Ward,",Thingangyun, 09451024191,Yangon Region,Equipment & Supplies
Shine [New University Avenue],"48, New University Avenue Rd., Corner of Aye Yeik Thar 2nd St.,Saya San Ward,",Bahan, 0973150083,Yangon Region,Equipment & Supplies
Shine [Yankin],"Bldg 273, Rm 4, Yankin Rd., Ward (2),",Yankin," 09795520792, 01545241",Yangon Region,Equipment & Supplies
Shine [South Okkalapa],"8, Waiza Yan Tar Rd., Ward (3),",South Okkalapa , 0973135990,Yangon Region,Equipment & Supplies
Standard,"22/C, Zeyar Thiri St., Ward (1),",Kamayut, 0943123756,Yangon Region,Equipment & Supplies
Shine [Lann Thit],"34, Lan Thit St., Lower Block,",Lanmadaw," 01210874, 01216217, 095001322, 095157177",Yangon Region,Equipment & Supplies
Thit Lwin,"98, Eaik Sar Thaya St., Pathein Nyunt Ward,",Tarmwe, 0931022081,Yangon Region,Equipment & Supplies
Thawdar Nai,"Bldg 5/A, Rm 001, Yadanar Mon St., Ward (2),",Hlaing," 09250993584, 09792235496",Yangon Region,Equipment & Supplies
Thant Thant Lay,"Rm C/31/32, Mahar Myaing Zay St., Mahar Myaing Housing,",North Dagon, 0931558994,Yangon Region,Equipment & Supplies
The Light,"Bldg A, Rm 156, Baho Rd., Muditar Condo,",Mayangone, 0936190129,Yangon Region,Equipment & Supplies
Than Than Poe [Daw],"96, Moe Sandar St., Ward (1),",Kamayut, 09792233950,Yangon Region,Equipment & Supplies
"Taw Win Family Co.,Ltd.","539, No.(4) Main Rd., Near Army Bus Stop, Zee Kone Ward,",Shwe Pyi Thar, 0973110555,Yangon Region,Equipment & Supplies
Sun Shine,"Rm 9, Underground, Junction 8 Shopping Centre,",Mayangone," 09781595527, 01650771~3 Ext.123",Yangon Region,Equipment & Supplies
Swe [Daw],"12, Zeyar Thiri St., Ward (1),",Kamayut, 09421003542,Yangon Region,Equipment & Supplies
T.T.N,"2, 4th Flr, Hledan 4th St., Ward (3),",Kamayut," 09250498085, 0930285462, 0933210209",Yangon Region,Equipment & Supplies
Super Clean,"939, Dhama Yarzar St., Ward (10),",South Okkalapa ," 09451182359, 09452306202",Yangon Region,Equipment & Supplies
Yangon Laundry Services,"14/B, Daw Hla Pan St., Ward (2),",Mayangone," 01661022, 09260260054, 09260260053",Yangon Region,Equipment & Supplies
Yangon Laundry Service,"14/B, David Shwe Nu St., Corner of Yangon-Insein Rd., Ward (2),",Mayangone," 01661022, 09448032921, 09260260054, 09420189390",Yangon Region,Equipment & Supplies
Yangon Laundry,"Bldg C, Rm G-14, G Flr, Kaba Aye Pagoda Rd., Pearl Condo,",Bahan," 09260260054, 09260260053",Yangon Region,Equipment & Supplies
Top Shine [Laundry [Hand Wash]],"748, Marlar Nwe St., Myittar Nyunt Ward,",Tarmwe," 09259259438, 09421716499",Yangon Region,Equipment & Supplies
Top Shine,"748, Marlar Nwe St., Myittar Nyunt Ward,",Tarmwe," 09421716499, 09259259438",Yangon Region,Equipment & Supplies
Yangon Laundry,"58, Kaba Aye Pagoda Rd., Ward (7),",Yankin," 01661022, 09260260054",Yangon Region,Equipment & Supplies
Top Shine,"29, Dhama Seintar St., Kyarr Kwet Thit Ward,",Tarmwe, 09421716499,Yangon Region,Equipment & Supplies
Tin Maung [U],"86, Baho Rd., Mont Let Saung Gone (South) Ward,",Sanchaung," 09795881013, 0931059258",Yangon Region,Equipment & Supplies
Aung Cho [U],"563, Rm 103, 1st Flr, Merchant Rd., MAC Tower,",Kyauktada," 01527842, 0973122715",Yangon Region,Agency
Aung Baw [U] [Miba Yeik],"27,121th St.,Yae Twin Gone Ward",Mingalar Taung Nyunt," 01294866, 095017044, 09975017044, 09785017044",Yangon Region,Agency
Aung Hla Thein [U],"50, Rm B/3, Bank St.,",Kyauktada, 095165104,Yangon Region,Agency
"Allen & Gledhill [Myanmar] Co.,Ltd.","Rm 05-03, 5th Flr, Nat Mauk St., Union Business Center,",Bahan," 018603385, 018603387",Yangon Region,Agency
Win Mu Tin,"53/55, Rm 29, Maha Bandoola Garden St.,",Kyauktada," 01375599, 0951578936",Yangon Region,Agency
Aye Aye Aung [Daw],"46, 1st Flr, Maha Bandoola Garden St., Lower Block,",Kyauktada," 01374901, 095078493, 0943064512",Yangon Region,Agency
Aung Zaw Win [U],"50, Rm E/9, 2nd Flr, Bank St.,",Kyauktada,,Yangon Region,Agency
Aye Aye Myat [Daw],"Thamardi St., Corner of Khay Mar Thi Rd.,Sa Lein Ward,",North Okkalapa , 09421142534,Yangon Region,Agency
Aung Thein [U],"9/11, Rm 104/G, 1st Flr, 36th St., Lower Block,",Kyauktada, 095401940,Yangon Region,Agency
Aung Kyaw [U],"Rm 1, Sule Roundabout,",Kyauktada," 09250729155, 098610513",Yangon Region,Agency
Aung Win Soe [U],"Thamardi St., Corner of Khay Mar Thi Rd.,Sa Lein Ward,",North Okkalapa , 0932323805,Yangon Region,Agency
Aung Kyaw Oo [U],"25,2nd Flr,Zahtila St.,Ma Hlwa Gone Htay Kywe Ward",Tarmwe, 0949312026,Yangon Region,Agency
Aung Zaw Moe [U],"50, 39th St., Lower Block,",Kyauktada," 01242715, 095184231",Yangon Region,Agency
Aung Khaing [U] + Sann Htay [Daw],"Bldg 8, Rm 23, 2nd Flr, Pan Hlaing St., Pan Hlaing Housing,",Kyeemyin Daing," 0973171042, 0931641046, 0973176521",Yangon Region,Agency
Aung Naing Moe [U],"10/12, Rm 103/K, 1st Flr, 35th St., Lower Block,",Kyauktada,,Yangon Region,Agency
Chit Ko Ko [U],"60, Maha Bandoola Garden St., Lower Block,",Kyauktada, 01252924,Yangon Region,Agency
