name,street,contact,state,township,Category
Five Diamond,"I/37-A, Khattar St., Bayint Naung Warehouses,"," 095333749, 09254259329, 09785333749",Yangon Region,Mayangone,Distribution
Khit Thit,"J/64-B, Yuzana St., Bayint Naung Warehouses,", 01680925,Yangon Region,Mayangone,Distribution
Kaung Yar Zar,"H/39-B, Padauk St., Bayint Naung Warehouses,"," 01681215, 095131624",Yangon Region,Mayangone,Distribution
Kaung San,"141, Nawaday 1st St., Corner of Nawaday St., Ward (1),"," 095130150, 095155325, 01686590",Yangon Region,Mayangone,Distribution
Khaing Y  Win [Ko],"I/30-A, Khattar St., Bayint Naung Warehouses,"," 01680730, 0973159721, 095047032",Yangon Region,Mayangone,Distribution
Kaung Myat San,"Bldg 2, Rm 004, Yuzana St., Bayint Naung Warehouses,"," 01683224, 098552347, 0973214424",Yangon Region,Mayangone,Distribution
Kaung Htet,"G/53-A, Padauk St., Bayint Naung Warehouses,"," 01680527, 09250043338",Yangon Region,Mayangone,Distribution
Kaung Mon,"A/137-A, Khattar St., Bayint Naung Warehouses,"," 01680869, 095131604, 01683459",Yangon Region,Mayangone,Distribution
Kaung San,"B/26, Naung Yoe St., Bayint Naung Warehouses,"," 09791717858, 09252269997",Yangon Region,Mayangone,Distribution
Kabar Kyaw,"G/51, Padauk St., Bayint Naung Warehouses,"," 01680637, 095640989, 095134509",Yangon Region,Mayangone,Distribution
Kan Thit Aung,"H/55-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095008503, 01681003, 095407005",Yangon Region,Mayangone,Distribution
Lin Yaung Chi,"J/2, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680782, 01683199, 095005338, 0973077088",Yangon Region,Mayangone,Distribution
Lin Lin,"J/61/A, Yuzana St., Bayint Naung Warehouses,"," 01682290, 01686284, 01682976, 095005924, 09785005924",Yangon Region,Mayangone,Distribution
La Thar,"H/62, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680840, 01681279, 095020299, 0973152097",Yangon Region,Mayangone,Distribution
Lamin,"H/77, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681245, 01681246, 098623119",Yangon Region,Mayangone,Distribution
Latt Yway Sin,"G/70-A, Padauk St., Bayint Naung Warehouses,", 01680152,Yangon Region,Mayangone,Distribution
Kyan Tine Aung,"H/29-A, Padauk St., Bayint Naung Warehouses,"," 01680445, 0973162020, 09965162020",Yangon Region,Mayangone,Distribution
Kyar Khaung,"G/62-B, Padauk St., Bayint Naung Warehouses,"," 01680147, 01683024, 095012788, 095175330, 01683174, 098619099",Yangon Region,Mayangone,Distribution
KK,"I/37-B, Khattar St., Bayint Naung Warehouses,"," 01683133, 095161219, 095162091",Yangon Region,Mayangone,Distribution
Kyan Ni,"WS/25, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01528827, 098616600",Yangon Region,Mayangone,Distribution
Mya Sein,"H/53-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 098636143, 095105895, 09261477559",Yangon Region,Mayangone,Distribution
Mya Gone Yee,"J/23-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682504, 098640589, 095031572, 09250034466",Yangon Region,Mayangone,Distribution
Kyal Thone Pwint,"J/26-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682492, 095021631",Yangon Region,Mayangone,Distribution
Mon Myat Thu,"H/49-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680634, 095000554, 019662269",Yangon Region,Mayangone,Distribution
Moe Zaw Tin [U],"G/57-A, Padauk St., Bayint Naung Warehouses,", 01680516,Yangon Region,Mayangone,Distribution
Mauk Kywel,"H/57, Ar Thaw Ka St., Bayint Naung Warehouses,", 01683102,Yangon Region,Mayangone,Distribution
Lwin Pyi,"H/67, Ar Thaw Ka St., Bayint Naung Warehouses,", 01686378,Yangon Region,Mayangone,Distribution
Mya Nadi,"G/78, Padauk St., Bayint Naung Warehouses,"," 01682521, 01680538, 096802081, 095070198, 0943095966",Yangon Region,Mayangone,Distribution
Lwin,"H/61-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681477, 01686378, 095050393",Yangon Region,Mayangone,Distribution
Moe Kaung Kin,"I/37/A,1st Flr,Khattar St.,Bayint Naung Warehouses"," 01683473, 095137005",Yangon Region,Mayangone,Distribution
Moe Pearl,"B/49-B, Gant Gaw St., Bayint Naung Warehouses,"," 01682760, 095191502, 0973037180",Yangon Region,Mayangone,Distribution
Myinttar Mon,"B/3, Naung Yoe St., Bayint Naung Warehouses,"," 095102743, 098612743, 01686410, 01528869, 098612736",Yangon Region,Mayangone,Distribution
Myint Aung [Ko],"J/74, Yuzana St., Bayint Naung Warehouses,"," 095212340, 09797548233",Yangon Region,Mayangone,Distribution
Nay Toe [Ko],"H/49,1st Flr,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone,Distribution
Myay Thin Nant Thar,"J/30, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682312, 098612700, 095153588, 0973027120",Yangon Region,Mayangone,Distribution
Myat Chan Thar,"G/43-B, Padauk St., Bayint Naung Warehouses,", 09262107430,Yangon Region,Mayangone,Distribution
Myint Myint Sann [Daw],"A/116-A, Gant Gaw 1st Lane, Bayint Naung Warehouses,", 01682895,Yangon Region,Mayangone,Distribution
Mya Theingi,"G/16, Sein Pan St., Bayint Naung Warehouses,"," 01680820, 01682415, 095111990",Yangon Region,Mayangone,Distribution
Myat Mon Yadanar,"G/32, Sein Pan St., Bayint Naung Warehouses,"," 01680524, 0973224614",Yangon Region,Mayangone,Distribution
Mya Theingi,"J/35, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681004, 01686202, 0973188724, 095100193",Yangon Region,Mayangone,Distribution
Myint Myint Moh,"A/76, Naung Yoe St., Bayint Naung Warehouses,"," 01686079, 01686080",Yangon Region,Mayangone,Distribution
Pwint Oo,"J/19-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682316, 0973146150, 0973037445",Yangon Region,Mayangone,Distribution
Nyunt [U],"H/58-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680629, 0973184244",Yangon Region,Mayangone,Distribution
Poe Htoo Thit,"I/29-A, Khattar St., Bayint Naung Warehouses,"," 01686157, 0931703711, 09796905935",Yangon Region,Mayangone,Distribution
Padauk Pwint,"G/58-B, Padauk St., Bayint Naung Warehouses,"," 01681155, 095109279, 098534749, 0973205406",Yangon Region,Mayangone,Distribution
Ngwe Toe,"K/4, Yuzana St., Bayint Naung Warehouses,", 0973058782,Yangon Region,Mayangone,Distribution
Ngwe Padaethar,"G/42, Padauk St., Bayint Naung Warehouses,"," 01680604, 01682552, 09795412717, 01680220, 098598459",Yangon Region,Mayangone,Distribution
Pann Kyal Sin,"Bldg WS/24, Kyun Shwe Wah St., Bayint Naung Warehouses,", 095184598,Yangon Region,Mayangone,Distribution
Ngwe Lamin,"G/59-B, Padauk St., Bayint Naung Warehouses,"," 01682086, 095016515",Yangon Region,Mayangone,Distribution
Nyunt Win [U],"K/31, Rm 001, Yin Mar St., Bayint Naung Warehouses,"," 0973155494, 09420124488",Yangon Region,Mayangone,Distribution
Nyein Chan,"WS/3, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01680322, 01686121",Yangon Region,Mayangone,Distribution
Sein Kyunn Mandaing,"G/44-B, Padauk St., Bayint Naung Warehouses,"," 01680772, 01528690, 095016052",Yangon Region,Mayangone,Distribution
Sann Thit,"H/54, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095015741, 095129005, 01681002, 01686770~1",Yangon Region,Mayangone,Distribution
Pyit Tine Htaung,"B/61, Gant Gaw 4th Lane, Bayint Naung Warehouses,"," 095138573, 09792079200",Yangon Region,Mayangone,Distribution
Sann Wai Naing,"H/73-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681034, 0973033701",Yangon Region,Mayangone,Distribution
Sein Padaethar,"G/67-A, Padauk St., Bayint Naung Warehouses,"," 01680923, 095007833, 01228442 [Res], 0973197833",Yangon Region,Mayangone,Distribution
Pyae Phyo Paing,"H/49-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 0973088302, 01683203",Yangon Region,Mayangone,Distribution
Sann Thit,"A/37/38, Naung Yoe St., Bayint Naung Warehouses,"," 01681002, 095129005, 01686627, 01686771, 095385387, 095015741",Yangon Region,Mayangone,Distribution
Pyi Myanmar,"H/7, Padauk St., Bayint Naung Warehouses,"," 01680691, 0973147666",Yangon Region,Mayangone,Distribution
Pyae Sone,"J/20-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095074488, 01681974, 095021945",Yangon Region,Mayangone,Distribution
Sein Yadanar,"I/23, Khattar St., Bayint Naung Warehouses,"," 01682466, 095106062",Yangon Region,Mayangone,Distribution
Sein Thone Lone,"H/43-B,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone,Distribution
Shwe Ayeyar,"H/31, Padauk St., Bayint Naung Warehouses,"," 01681211, 01683560, 01680459, 09450063463",Yangon Region,Mayangone,Distribution
Shwe Arr Man,"A/124,Gant Gaw St.,Bayint Naung Warehouses"," 01240584, 01683252, 0973002230, 098633088, 095505104",Yangon Region,Mayangone,Distribution
Shwe Ayeyar,"J/67, Yuzana St., Bayint Naung Warehouses,"," 01686149, 01686142",Yangon Region,Mayangone,Distribution
Sein Thone Lone,"A/151, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01681993, 098630678, 095135500",Yangon Region,Mayangone,Distribution
Sein Thitsar,"G/43-A, Padauk St., Bayint Naung Warehouses,"," 01680904, 01225266, 095010076",Yangon Region,Mayangone,Distribution
Sein Shwe Win,"I/31/A,Khattar St.,Bayint Naung Warehouses"," 09970706054, 0936116637",Yangon Region,Mayangone,Distribution
Pyae Wa Aung,"G/54-A, Padauk St., Bayint Naung Warehouses,"," 01680685, 095007959, 01683035, 095154210",Yangon Region,Mayangone,Distribution
Sein Shwe Phyo,"A/134, Khattar St., Bayint Naung Warehouses,"," 095003790, 098645879",Yangon Region,Mayangone,Distribution
Sein Shwe Mya,"H/63-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681015, 095105447, 098762092",Yangon Region,Mayangone,Distribution
Shwe Myint Moh,"WS/21, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 095321829, 09972389889",Yangon Region,Mayangone,Distribution
Shwe La Wun,"G/54-B, Padauk St., Bayint Naung Warehouses,"," 01681280, 095021407, 095149491, 0973022262",Yangon Region,Mayangone,Distribution
Shwe Leik Pyar,"J/24-B, Ar Thaw Ka St., Bayint Naung Warehouses,", 01681323,Yangon Region,Mayangone,Distribution
Shwe Kyar Myay,"H/59-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686395, 098572960",Yangon Region,Mayangone,Distribution
Shwe Kabar,"762, Bayint Naung Rd., Ward (11),"," 0973046463, 0973047930",Yangon Region,Shwe Pyi Thar,Distribution
Shwe Kyun,"G/14-A, Sein Pan St., Bayint Naung Warehouses,"," 095010880, 095149473, 01680164, 01681181, 01570684",Yangon Region,Mayangone,Distribution
Shwe Kyunn Mandaing,"I/32-B, Khattar St., Bayint Naung Warehouses,"," 01680947, 095008857, 01686409, 0973034856",Yangon Region,Mayangone,Distribution
Shwe Lin Latt,"J/66/A,Yuzana St.,Bayint Naung Warehouses", 019688906,Yangon Region,Mayangone,Distribution
Shwe Myinn Pyan,"G/69, Padauk St., Bayint Naung Warehouses,"," 01680537, 01682030, 095001237, 0973079002",Yangon Region,Mayangone,Distribution
Shwe Kyunn,"A/77, Naung Yoe St., Bayint Naung Warehouses,"," 095177844, 09965088231, 01686090",Yangon Region,Mayangone,Distribution
Shwe Sin Thitsar,"J/7, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686799, 0973158879",Yangon Region,Mayangone,Distribution
Shwe Pyi San,"H/32-B, Padauk St., Bayint Naung Warehouses,"," 01680438, 098614034, 095133850",Yangon Region,Mayangone,Distribution
Shwe San Hlaing,"K/34-B, Yuzana St., Bayint Naung Warehouses,"," 01683408, 0973034205",Yangon Region,Mayangone,Distribution
Shwe Tun [U],"A/72, Naung Yoe St., Bayint Naung Warehouses,"," 01686081, 095200907, 098575343",Yangon Region,Mayangone,Distribution
Shwe Ngar Koe Kaung,"J/62, Yuzana St., Bayint Naung Warehouses,"," 01682657, 0973033490, 09788877760",Yangon Region,Mayangone,Distribution
Shwe Pyae Wa,"J/25-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095108793, 095108795, 01682808",Yangon Region,Mayangone,Distribution
Shwe Pyi Kyaw,"H/53-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682213, 0973107723, 09420028963",Yangon Region,Mayangone,Distribution
Shwe Padauk,"H/24, Padauk St., Bayint Naung Warehouses,"," 01680465, 01681956, 095107873",Yangon Region,Mayangone,Distribution
Shwe Nant Thar,"H/50, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686711, 01680967, 095422022, 0973044400",Yangon Region,Mayangone,Distribution
Shwe Nagar,"B/25, Naung Yoe St., Bayint Naung Warehouses,"," 01686235, 0943075212, 098615514, 09255808060",Yangon Region,Mayangone,Distribution
Sin Min,"112/B, Nan Da Wun St., Yae Tar Shay Ward,"," 01558189, 01541572",Yangon Region,Bahan,Distribution
Shwe Yaung Pyan,"H/32-A, Padauk St., Bayint Naung Warehouses,"," 098614825, 0931061902, 0973186052",Yangon Region,Mayangone,Distribution
"Shwe Wah Yaung Agriculture Production Co.,Ltd.","J/73, Yuzana St., Bayint Naung Warehouses,"," 01680803, 01686251, 01686158, 095015714",Yangon Region,Mayangone,Distribution
Sin Min,"J/77, Yuzana St., Bayint Naung Warehouses,"," 095192674, 01681702, 01681953, 095007307, 0973202349",Yangon Region,Mayangone,Distribution
Shwe Yi Win,"J/74-B, Yuzana St., Bayint Naung Warehouses,"," 01680927, 095158381, 09796282167",Yangon Region,Mayangone,Distribution
Shwe Wah Win,"H/13, Padauk St., Bayint Naung Warehouses,", 098572043,Yangon Region,Mayangone,Distribution
Shwe Wah Mandaing,"H/64, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686130, 01683589, 0973728899",Yangon Region,Mayangone,Distribution
Shwe Wah Win,"135, Nawaday 1st St., Corner of Tapin Shwe Htee St., Ward (1),"," 098572043, 0973630486, 09250441986, 09974890900, 095201489",Yangon Region,Mayangone,Distribution
Shwe Wah Win,"G/40, Padauk St., Bayint Naung Warehouses,", 098572043,Yangon Region,Mayangone,Distribution
Thawdar,"G/70, Padauk St., Bayint Naung Warehouses,", 09420110886,Yangon Region,Mayangone,Distribution
Thapyay Tun,"H/12-B, Padauk St., Bayint Naung Warehouses,"," 09450006999, 01680775, 095104821",Yangon Region,Mayangone,Distribution
Thein,"A/152, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01682754, 01705419, 095004416, 09256185537",Yangon Region,Mayangone,Distribution
Than Lwin Oo,"J/78, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686534, 01686535, 01686537, 095006676, 095102990, 09253460070, 09253460080, 01528636",Yangon Region,Mayangone,Distribution
Shwe Wah Mandaing,"H/29/B,Padauk St.,Bayint Naung Warehouses"," 01683589, 01686130, 0973728899, 0973028899",Yangon Region,Mayangone,Distribution
Taw Win Phoo,"F/46-B, Padauk St., Bayint Naung Warehouses,"," 01680510, 095116319, 0973200905",Yangon Region,Mayangone,Distribution
Thabarwa,"K/15-A, Yuzana St., Bayint Naung Warehouses,"," 01681164, 0973032541",Yangon Region,Mayangone,Distribution
Soe,"J/65, Yuzana St., Bayint Naung Warehouses,"," 095145852, 095031566, 01681198, 01682800",Yangon Region,Mayangone,Distribution
Than Kywel,"F/48, Sein Pan St., Bayint Naung Warehouses,"," 01682437, 09970737514, 01683715 Ext.4241, 0973250218, 09421123254",Yangon Region,Mayangone,Distribution
Soe,"I/35-A/B, Khattar St., Bayint Naung Warehouses,"," 09785031588, 095145858",Yangon Region,Mayangone,Distribution
Tharaphu,"A/135, Khattar St., Bayint Naung Warehouses,"," 01683020, 01683153, 098626407, 09790222467",Yangon Region,Mayangone,Distribution
Toe Tet Tun,"A/137/138, Khattar St., Bayint Naung Warehouses,"," 095194689, 01686258, 0973214782, 0973022621, 09254723337",Yangon Region,Mayangone,Distribution
Thukha Dana,"B/5, Naung Yoe St., Bayint Naung Warehouses,"," 095001161, 098534178",Yangon Region,Mayangone,Distribution
Thukha Shin,"A/136-B, Khattar St., Bayint Naung Warehouses,"," 098583075, 09791122783, 09422519293, 01683567",Yangon Region,Mayangone,Distribution
Thitsar,"G/67-B, Padauk St., Bayint Naung Warehouses,"," 01680536, 01682991, 09421060195",Yangon Region,Mayangone,Distribution
Thit Lwin,"G/48, Padauk St., Bayint Naung Warehouses,"," 01680506, 01680961, 0973200929, 098583689",Yangon Region,Mayangone,Distribution
Thiri,"G/40, Padauk St., Bayint Naung Warehouses,"," 095196278, 01680279, 01686337, 095125655, 01681421",Yangon Region,Mayangone,Distribution
Theint Theint Phyo,"A/136, Khattar St., Bayint Naung Warehouses,"," 01686239, 09450064892",Yangon Region,Mayangone,Distribution
Thiri Sandar,"G/75, Padauk St., Bayint Naung Warehouses,"," 01682436, 01223199, 095111992, 095061955",Yangon Region,Mayangone,Distribution
Thiha [U],"J/64-A, Yuzana St., Bayint Naung Warehouses,", 095020459,Yangon Region,Mayangone,Distribution
Zaw,"G/56, Padauk St., Bayint Naung Warehouses,"," 098636600, 095406565, 01680993",Yangon Region,Mayangone,Distribution
Zabu Tun,"I/26-B, Khattar St., Bayint Naung Warehouses,"," 01683210, 0949734066, 09261586797",Yangon Region,Mayangone,Distribution
Zabu Hein,"H/37, Padauk St., Bayint Naung Warehouses,"," 01680224, 098618613, 098550325",Yangon Region,Mayangone,Distribution
Win Lwin [U],"J/26-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095008869, 01682418",Yangon Region,Mayangone,Distribution
Tun Tun Moe [U],"H/73-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681031, 09254167538",Yangon Region,Mayangone,Distribution
Tun Yadanar,"J/28-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 098701657, 01681202, 0973152753",Yangon Region,Mayangone,Distribution
Yadanar Aung [Yangon-Mandalay-Nay Pyi Taw-Muse],"I/21/A,Khattar St.,Bayint Naung Warehouses"," 01686549, 095040932",Yangon Region,Mayangone,Distribution
"Thit San [Khant Nyar Htel Co.,Ltd.]","B/8/9, Naung Yoe St., Bayint Naung Warehouses,"," 01686767, 01686769, 01686768",Yangon Region,Mayangone,Distribution
Zabu Kyaw,"H/28, Padauk St., Bayint Naung Warehouses,"," 01680809, 01680657, 01683581, 095012547",Yangon Region,Mayangone,Distribution
Saw La Par [U],"12/6, 54th St., Lower Block,"," 095043610, 0973011502, 0973058344",Yangon Region,Botahtaung,Equipment & Supplies
Sein Nagar,"H/36-A, Padauk St., Bayint Naung Warehouses,"," 01680225, 0973071512, 095039580",Yangon Region,Mayangone,Distribution
Aung Aung,"Nga Shed, Rm 34/35, Thiri Mingalar Market,"," 019688569, 09254855909",Yangon Region,Hlaing,Distribution
Aung Chan Thar,"Nga Shed, Rm 81/84, Thiri Mingalar Market,"," 019688642, 095073184, 092028758",Yangon Region,Hlaing,Distribution
Arr Mhan,"Nga Shed, Rm 77, Thiri Mingalar Market,"," 019688500, 095114713, 01508433 [Res], 0973127952, 019688585",Yangon Region,Hlaing,Distribution
Aung,"Kha Shed, Rm 2, Thiri Mingalar Market,"," 095080060, 019190056, 095164935, 0973132543",Yangon Region,Hlaing,Distribution
Am Thai,"Ka Gyi Shed, Rm 6/7/8, Thiri Mingalar Market,", 092020074,Yangon Region,Hlaing,Distribution
Arlakue [Ko] + Armon [Daw],"Kha Shed, Thiri Mingalar Market,"," 095133954, 095189504",Yangon Region,Hlaing,Distribution
Akan San,"Nga Shed, Rm 91, Thiri Mingalar Market,"," 09428193477, 09402675172",Yangon Region,Hlaing,Distribution
ACT,"Ga Nge Shed, Rm 73, Thiri Mingalar Market,", 01508365,Yangon Region,Hlaing,Distribution
135,"Kha Shed, Rm 54, Thiri Mingalar Market,"," 019688661, 0949274250, 095156119, 0943081426",Yangon Region,Hlaing,Distribution
111,"Ka Gyi Shed, Rm 111, Thiri Mingalar Market,", 09420069925,Yangon Region,Hlaing,Distribution
Aung Thukha,"Nga Shed, Rm 47/48/49/, Thiri Mingalar Market,", 019688624,Yangon Region,Hlaing,Distribution
Aung Say Ya,"Kha Shed, Rm 21, Thiri Mingalar Market,"," 095115020, 0973134063",Yangon Region,Hlaing,Distribution
Aung Si,"Nga Shed, Rm 7, Thiri Mingalar Market,", 09420046519,Yangon Region,Hlaing,Distribution
Aung Zabu,"Nga Shed, Thiri Mingalar Market,"," 019688751, 095038157, 09253296744",Yangon Region,Hlaing,Distribution
Aung Ngwe Toe,"Ka Gyi Shed, Rm 3/4/5, Thiri Mingalar Market,", 019688566,Yangon Region,Hlaing,Distribution
Aung Myittar,"Nga Shed, Rm 73/74, Thiri Mingalar Market,", 095212872,Yangon Region,Hlaing,Distribution
Aung Myittar,"Ka Gyi Shed, Rm 130, Thiri Mingalar Market,", 0973077615,Yangon Region,Hlaing,Distribution
Aung Moe [Ko],"Ka Gyi Shed, Rm 12/13, Thiri Mingalar Market,"," 095185265, 09420081032",Yangon Region,Hlaing,Distribution
Aung Kabar,"Kha Shed, Rm 25/26/27/28, Thiri Mingalar Market,"," 01657124, 098572391, 095147096",Yangon Region,Hlaing,Distribution
Hlaing Mitharsu,"Nga Shed, Rm 13/14, Thiri Mingalar Market,"," 019688655, 09785100281, 0949777250",Yangon Region,Hlaing,Distribution
Hein [Shwe Sin Koe Pwint],"Nga Shed, Rm 20, Thiri Mingalar Market,", 095066733,Yangon Region,Hlaing,Distribution
Great,"Kha Shed, Rm 38, Thiri Mingalar Market,", 0973132251,Yangon Region,Hlaing,Distribution
